platform,listing_id,title,city,bedrooms,bathrooms,price,rating,review_count,amenities_count,last_scraped
Stayinn,82,Beit Chams: Sunrise Suite / Batroun,"Apartment 38 sq. m in Bahsa, Batroun, North Governorate",1 bedroom,1 bathroom,$146 / night,5,48 reviews,Show All 32 Amenities,2025-11-20T06:32:10.906763
Stayinn,83,The Club 1-BR / Gemmayze,"House 90 sq. m in Gouraud, Beirut, Beirut Governorate",1 bedroom,1 bathroom,$139 / night,5,56 reviews,Show All 39 Amenities,2025-11-20T06:32:11.679723
Stayinn,84,"Bhub - Room 205 - Gouraud str. - Gemmayze, Beirut","Apartment 19 sq. m in Gouraud, Beirut, Beirut Governorate",1 bedroom,1 bathroom,$103 / night,5,9 reviews,Show All 34 Amenities,2025-11-20T06:32:14.598498
Stayinn,85,"Bhub - Room 202 - Gouraud str. - Gemmayze, Beirut","Apartment 17 sq. m in Gouraud, Beirut, Beirut Governorate",1 bedroom,1 bathroom,$98 / night,5,12 reviews,Show All 35 Amenities,2025-11-20T06:32:15.013947
Stayinn,86,"Bhub - Room 204- Gouraud str - Gemmayze, Beirut","Apartment 19 sq. m in Gouraud, Beirut, Beirut Governorate",1 bedroom,1 bathroom,$103 / night,5,3 reviews,Show All 35 Amenities,2025-11-20T06:32:15.237575
Stayinn,87,"Bhub - Room 201 - Gouraud str. - Gemmayze, Beirut","Apartment 18 sq. m in Gouraud, Beirut, Beirut Governorate",1 bedroom,1 bathroom,$98 / night,5,8 reviews,Show All 37 Amenities,2025-11-20T06:32:17.179737
Stayinn,88,Steps 1-BR / Gemmayze,"Apartment 60 sq. m in Gouraud, Beirut, Beirut Governorate",1 bedroom,1 bathroom,,5,32 reviews,Show All 36 Amenities,2025-11-20T06:32:17.460031
Stayinn,89,Tokyo 1-BR / Gemmayze,"Apartment 60 sq. m in Gouraud, Beirut, Beirut Governorate",1 bedroom,1 bathroom,,5,32 reviews,Show All 40 Amenities,2025-11-20T06:32:18.399350
Stayinn,90,"Bhub - Room 203 - Gouraud str. - Gemmayze, Beirut","Apartment 19 sq. m in Gouraud, Beirut, Beirut Governorate",1 bedroom,1 bathroom,$98 / night,5,16 reviews,Show All 34 Amenities,2025-11-20T06:32:19.177758
Stayinn,91,"Bhub: Entire Space, 5 Boutique Rooms / Gemmayze","House 150 sq. m in Gouraud, Beirut, Beirut Governorate",5 bedrooms,5 bathrooms,$500 / night,5,12 reviews,Show All 34 Amenities,2025-11-20T06:32:19.985138
Stayinn,92,Cosmo in The Cube / Sin El Fil,"Apartment 110 sq. m in Sin el Fil, Beirut, Beirut Governorate",1 bedroom,1 bathroom,$140 / night,5,59 reviews,Show All 49 Amenities,2025-11-20T06:32:22.645691
Stayinn,93,Cloud 9: U Park /W Terrace,"Apartment 123 sq. m in Sin el Fil, Beirut, Beirut Governorate",1 bedroom,1 bathroom,$120 / night,5,54 reviews,Show All 45 Amenities,2025-11-20T06:32:22.717022
Stayinn,94,Vintage 2-BR / Ashrafieh,"Apartment 110 sq. m in Ashrafieh, Beirut, Beirut Governorate",2 bedrooms,2 bathrooms,$100 / night,5,16 reviews,Show All 52 Amenities,2025-11-20T06:32:23.191770
Stayinn,95,Mood 1-BR / Gemmayze,"Apartment 70 sq. m in Pasteur, Beirut, Beirut Governorate",1 bedroom,1 bathroom,$123 / night,5,89 reviews,Show All 42 Amenities,2025-11-20T06:32:23.846977
Stayinn,96,The Hall 2-BR / Gemmayze,"Apartment 120 sq. m in Gouraud, Beirut, Beirut Governorate",2 bedrooms,1 bathroom,,5,8 reviews,Show All 43 Amenities,2025-11-20T06:32:25.104939
Stayinn,97,Cactus 1-BR / Gemmayze,"Apartment 70 sq. m in Pasteur, Beirut, Beirut Governorate",1 bedroom,1 bathroom,$200 / night,5,8 reviews,Show All 47 Amenities,2025-11-20T06:32:26.416152
Stayinn,98,"Lush Studio in Bahsa, Batroun","Apartment 40 sq. m in Bahsa, Batroun, North Governorate",1 bedroom,1 bathroom,$127 / night,5,57 reviews,Show All 30 Amenities,2025-11-20T06:32:27.649774
Stayinn,99,Nicole's 2-BR in Gemmayze,"Apartment 100 sq. m in Pasteur, Beirut, Beirut Governorate",2 bedrooms,2 bathrooms,$100 / night,5,15 reviews,Show All 37 Amenities,2025-11-20T06:32:27.382032
Stayinn,100,Bonbon in The Cube,"Apartment 120 sq. m in Sin el Fil, Beirut, Beirut Governorate",1 bedroom,2 bathrooms,$140 / night,5,44 reviews,Show All 41 Amenities,2025-11-20T06:32:29.689739
Stayinn,101,Midtown 3-BR / Mar Mikhael,"Apartment 185 sq. m in Armenia, Beirut, Beirut Governorate",3 bedrooms,2 bathrooms,,5,4 reviews,Show All 39 Amenities,2025-11-20T06:32:30.653492
Stayinn,102,"Arcades 1 de Bahsa, Batroun","House 30 sq. m in Bahsa, Batroun, North Governorate",1 bedroom,1 bathroom,$130 / night,5,45 reviews,Show All 35 Amenities,2025-11-20T06:32:30.273362
Stayinn,103,"Arcades 2 de Bahsa, Batroun","House 30 sq. m in Bahsa, Batroun, North Governorate",1 bedroom,1 bathroom,$131 / night,5,67 reviews,Show All 32 Amenities,2025-11-20T06:32:31.606883
Stayinn,104,"The Cube 11, 2-BR / Sin El Fil","Apartment 120 sq. m in Sin el Fil, Beirut, Beirut Governorate",2 bedrooms,2 bathrooms,,5,37 reviews,Show All 38 Amenities,2025-11-20T06:32:32.848391
Stayinn,105,The Cube 13L in Sin El Fil,"Apartment 70 sq. m in Sin el Fil, Beirut, Beirut Governorate",1 bedroom,1 bathroom,$155 / night,5,42 reviews,Show All 35 Amenities,2025-11-20T06:32:33.070593
Stayinn,106,Boutique Room in Mar Mikhael,"Aparthotel 25 sq. m in Armenia, Beirut, Beirut Governorate",1 bedroom,1 bathroom,$74 / night,5,44 reviews,Show All 36 Amenities,2025-11-20T06:32:34.475268
Stayinn,107,Les Galets in Batroun,"House 100 sq. m in Bahsa, Batroun, North Governorate",1 bedroom,2 bathrooms,$119 / night,5,32 reviews,Show All 45 Amenities,2025-11-20T06:32:35.143177
Stayinn,108,Santiago Duplex in Ashrafieh,"Apartment 130 sq. m in Ashrafieh, Beirut, Beirut Governorate",2 bedrooms,2 bathrooms,$155 / night,5,37 reviews,Show All 44 Amenities,2025-11-20T06:32:37.905811
Stayinn,109,Spacious Nest | 1-BR in Ashrafieh,"Apartment in Ashrafieh, Beirut, Beirut Governorate",1 bedroom,2 bathrooms,$80 / night,5,32 reviews,Show All 45 Amenities,2025-11-20T06:32:38.294973
Stayinn,110,Bird Nest | 2-BR in Ashrafieh,"Apartment in Ashrafieh, Beirut, Beirut Governorate",2 bedrooms,2 bathrooms,$90 / night,5,12 reviews,Show All 45 Amenities,2025-11-20T06:32:38.328801
Stayinn,111,Eagle Nest | 1-BR in Ashrafieh,"Apartment in Ashrafieh, Beirut, Beirut Governorate",1 bedroom,2 bathrooms,$85 / night,5,49 reviews,Show All 23 Amenities,2025-11-20T06:32:37.508052
Stayinn,112,The Cube 13R in Sin El Fil,"Apartment 120 sq. m in Sin el Fil, Beirut, Beirut Governorate",1 bedroom,1 bathroom,,5,5 reviews,Show All 35 Amenities,2025-11-20T06:32:37.975374
Stayinn,113,Rita's 2-BR Apt Mar Mikhael,"Apartment in Armenia, Beirut, Beirut Governorate",2 bedrooms,1 bathroom,$100 / night,5,20 reviews,Show All 44 Amenities,2025-11-20T06:32:41.655988
Stayinn,114,Perla's 2-BR Apt in Mar Mikhael,"Apartment in Armenia, Beirut, Beirut Governorate",2 bedrooms,1 bathroom,$100 / night,5,58 reviews,Show All 45 Amenities,2025-11-20T06:32:42.510074
Stayinn,115,Harbor Nest | 2-BR in Ashrafieh,"Apartment in Ashrafieh, Beirut, Beirut Governorate",2 bedrooms,2 bathrooms,$90 / night,5,22 reviews,Show All 45 Amenities,2025-11-20T06:32:42.712257
Stayinn,116,"Standalone 1-BR W/ Terrace, Ashrafieh","House in Ashrafieh, Beirut, Beirut Governorate",1 bedroom,1 bathroom,$90 / night,5,79 reviews,Show All 46 Amenities,2025-11-20T06:32:43.065778
Stayinn,117,"Cozy 1-BR / Bahsa, Batroun","Apartment 60 sq. m in Bahsa, Batroun, North Governorate",1 bedroom,1 bathroom,$133 / night,5,52 reviews,Show All 36 Amenities,2025-11-20T06:32:43.226049
Stayinn,118,"Amine 501, 1-BR in Mar Mikhael","Apartment 50 sq. m in Armenia, Beirut, Beirut Governorate",1 bedroom,1 bathroom,$94 / night,5,33 reviews,Show All 45 Amenities,2025-11-20T06:32:46.768422
Stayinn,119,Cozy 2-BR / Batroun Souk,"Apartment 65 sq. m in Batroun Souks, Batroun, North Governorate",2 bedrooms,1 bathroom,$91 / night,5,27 reviews,Show All 36 Amenities,2025-11-20T06:32:47.024943
Stayinn,120,"Exquisite Bahsa, Batroun / 2-BR","Apartment 85 sq. m in Bahsa, Batroun, North Governorate",2 bedrooms,1 bathroom,$105 / night,5,87 reviews,Show All 37 Amenities,2025-11-20T06:32:47.360627
Stayinn,121,Duplex 3-BR / Batroun Port,"Apartment 150 sq. m in Bahsa, Batroun, North Governorate",3 bedrooms,2 bathrooms,$280 / night,5,49 reviews,Show All 39 Amenities,2025-11-20T06:32:46.933486
Stayinn,122,Comfortable 1BR - Mar Mikhael,"Apartment in Armenia, Beirut, Beirut Governorate",2 bedrooms,1 bathroom,$38 / night,5,25 reviews,Show All 33 Amenities,2025-11-20T06:32:47.235177
Stayinn,123,Cranberry Studio in Mar Mikhael,"Apartment 20 sq. m in Alexander Fleming, Beirut, Beirut Governorate",1 bedroom,1 bathroom,$65 / night,5,44 reviews,Show All 37 Amenities,2025-11-20T06:32:50.779234
Stayinn,124,Blackberry Studio in Mar Mikhael,"Apartment 20 sq. m in Alexander Fleming, Beirut, Beirut Governorate",1 bedroom,1 bathroom,$65 / night,5,63 reviews,Show All 43 Amenities,2025-11-20T06:32:51.112713
Stayinn,125,Blueberry Studio in Mar Mikhael,"Apartment 20 sq. m in Alexander Fleming, Beirut, Beirut Governorate",1 bedroom,1 bathroom,$65 / night,5,44 reviews,Show All 37 Amenities,2025-11-20T06:32:52.032374
Stayinn,126,Raspberry Studio in Mar Mikhael,"Apartment 20 sq. m in Armenia, Beirut, Beirut Governorate",1 bedroom,1 bathroom,$65 / night,5,79 reviews,Show All 41 Amenities,2025-11-20T06:32:51.236698
Stayinn,127,Strawberry Studio in Mar Mikhael,"Apartment 25 sq. m in Alexander Fleming, Beirut, Beirut Governorate",1 bedroom,1 bathroom,$65 / night,5,126 reviews,Show All 38 Amenities,2025-11-20T06:32:53.143579
Stayinn,128,U Park 1-BR / Sin El Fil,"Apartment 90 sq. m in Sin el Fil, Beirut, Beirut Governorate",1 bedroom,1 bathroom,$114 / night,5,77 reviews,Show All 45 Amenities,2025-11-20T06:32:55.180255
Stayinn,129,"Amine 503, Studio in Mar Mikhael","Apartment 58 sq. m in Armenia, Beirut, Beirut Governorate",1 bedroom,1 bathroom,$84 / night,5,51 reviews,Show All 47 Amenities,2025-11-20T06:32:55.386014
Stayinn,130,"Amine 504, 2-BR in Mar Mikhael","Apartment 72 sq. m in Armenia, Beirut, Beirut Governorate",2 bedrooms,1 bathroom,$104 / night,5,36 reviews,Show All 41 Amenities,2025-11-20T06:32:56.245381
Stayinn,131,"Amine 502, 1-BR in Mar Mikhael","Apartment 80 sq. m in Armenia, Beirut, Beirut Governorate",1 bedroom,1 bathroom,$94 / night,5,71 reviews,Show All 41 Amenities,2025-11-20T06:32:56.372717
Stayinn,132,"Amine 601, 1-BR in Mar Mikhael","Apartment 50 sq. m in Armenia, Beirut, Beirut Governorate",1 bedroom,1 bathroom,$94 / night,5,98 reviews,Show All 43 Amenities,2025-11-20T06:32:59.034925
Stayinn,133,"Amine 602, 1-BR in Mar Mikhael","Apartment 80 sq. m in Armenia, Beirut, Beirut Governorate",1 bedroom,1 bathroom,$94 / night,5,56 reviews,Show All 40 Amenities,2025-11-20T06:33:00.315826
Stayinn,134,Alice 2-BR / Mar Mikhael,"Apartment 100 sq. m in Mar Mikhael, Beirut, Beirut Governorate",2 bedrooms,1 bathroom,$100 / night,5,61 reviews,Show All 45 Amenities,2025-11-20T06:33:00.449736
Stayinn,135,Luna 2-BR in Mar Mikhael W/24-24 Power,"Apartment 100 sq. m in Armenia, Beirut, Beirut Governorate",2 bedrooms,1 bathroom,$100 / night,5,31 reviews,Show All 46 Amenities,2025-11-20T06:33:00.565975
Stayinn,136,Achrafieh Rooftop 1-BR W Jacuzzi,"Apartment in Ashrafieh, Beirut, Beirut Governorate",1 bedroom,1 bathroom,$135 / night,5,94 reviews,Show All 48 Amenities,2025-11-20T06:32:59.717352
Stayinn,137,"Amine 102, 2-BR in Mar Mikhael","Apartment 80 sq. m in Armenia, Beirut, Beirut Governorate",2 bedrooms,2 bathrooms,$104 / night,5,66 reviews,Show All 50 Amenities,2025-11-20T06:33:03.528410
Stayinn,138,"The Cube - 7L, 1-BR / Sin El Fil","Apartment in Sin el Fil, Beirut, Beirut Governorate",1 bedroom,1 bathroom,$130 / night,5,68 reviews,Show All 45 Amenities,2025-11-20T06:33:04.289126
Stayinn,139,"The Cube - 7R, 1-BR / Sin El Fil","Apartment 100 sq. m in Sin el Fil, Beirut, Beirut Governorate",1 bedroom,1 bathroom,$110 / night,5,74 reviews,Show All 42 Amenities,2025-11-20T06:33:04.365046
Stayinn,140,"Amine 604, 2-BR in Mar Mikhael","Apartment 72 sq. m in Armenia, Beirut, Beirut Governorate",2 bedrooms,1 bathroom,$104 / night,5,23 reviews,Show All 40 Amenities,2025-11-20T06:33:04.923029
Stayinn,141,"Amine 603, Studio in Mar Mikhael","Apartment 58 sq. m in Armenia, Beirut, Beirut Governorate",1 bedroom,1 bathroom,$65 / night,5,25 reviews,Show All 44 Amenities,2025-11-20T06:33:04.982234
Stayinn,142,"Amine 703, Studio in Mar Mikhael","Apartment 58 sq. m in Armenia, Beirut, Beirut Governorate",1 bedroom,1 bathroom,$83 / night,5,56 reviews,Show All 40 Amenities,2025-11-20T06:33:08.464800
Stayinn,143,"Amine 104, 1-BR in Mar Mikhael","Apartment 55 sq. m in Armenia, Beirut, Beirut Governorate",1 bedroom,1 bathroom,$94 / night,5,66 reviews,Show All 49 Amenities,2025-11-20T06:33:08.669351
Stayinn,144,"Amine 704, 2-BR in Mar Mikhael","Apartment 72 sq. m in Armenia, Beirut, Beirut Governorate",2 bedrooms,1 bathroom,$104 / night,5,36 reviews,Show All 43 Amenities,2025-11-20T06:33:07.957636
Stayinn,145,"Amine 202, 1-BR in Mar Mikhael","Apartment 80 sq. m in Armenia, Beirut, Beirut Governorate",1 bedroom,1 bathroom,$94 / night,5,117 reviews,Show All 45 Amenities,2025-11-20T06:33:09.058927
Stayinn,146,"Amine 204, 2-BR in Mar Mikhael","Apartment 55 sq. m in Armenia, Beirut, Beirut Governorate",2 bedrooms,1 bathroom,$104 / night,5,55 reviews,Show All 49 Amenities,2025-11-20T06:33:11.493333
Stayinn,147,"Amine 201, 1-BR in Mar Mikhael","Apartment 50 sq. m in Armenia, Beirut, Beirut Governorate",1 bedroom,1 bathroom,$94 / night,5,36 reviews,Show All 42 Amenities,2025-11-20T06:33:11.673129
Stayinn,148,"Amine 206, Studio in Mar Mikhael","Apartment 41 sq. m in Armenia, Beirut, Beirut Governorate",1 bedroom,1 bathroom,$79 / night,5,103 reviews,Show All 40 Amenities,2025-11-20T06:33:11.802333
Stayinn,149,"Amine 103, 2-BR in Mar Mikhael","Apartment 96 sq. m in Armenia, Beirut, Beirut Governorate",2 bedrooms,2 bathrooms,,5,31 reviews,Show All 50 Amenities,2025-11-20T06:33:13.004352
Stayinn,1,"Brown 9 – 3BR Apt in Sioufi, 9th Floor w/ Parking","Apartment in Beirut, Beirut Governorate",3 bedrooms,2 bathrooms,$180 / night,5,0 reviews,Show All 45 Amenities,2025-11-21T06:32:32.044871
Stayinn,2,"Brown 8 – 3BR Apt in Sioufi, 8th Floor w/ Balcony","Apartment in Beirut, Beirut Governorate",3 bedrooms,2 bathrooms,$180 / night,5,0 reviews,Show All 42 Amenities,2025-11-21T06:32:32.815195
Stayinn,3,FutoBaba Garden Loft in Mar Mikhael,"Apartment in Beirut, Mar Mikhael",1 bedroom,1 bathroom,$100 / night,5,1 reviews,Show All 38 Amenities,2025-11-21T06:32:35.131886
Stayinn,4,La Villa Kfardebian – Private Pool & Garden Villa,"Villa 250 sq. m in Faraya, Mount Lebanon Governorate",3 bedrooms,4 bathrooms,,5,0 reviews,Show All 64 Amenities,2025-11-21T06:32:36.772302
Stayinn,5,Le Summit Faqra: 3BR Ski View Villa,"Villa in Faqra, Mount Lebanon Governorate",3 bedrooms,2 bathrooms,,5,0 reviews,Show All 44 Amenities,2025-11-21T06:32:36.842753
Stayinn,6,Le Jardin Kfardebian • Cozy 2BR Apartment with Private Garden,"Apartment in Kfardibian, Mount Lebanon Governorate",2 bedrooms,2 bathrooms,,5,0 reviews,Show All 41 Amenities,2025-11-21T06:32:36.912782
Stayinn,7,Marmika | 2BR with Balcony in Mar Mikhael,"Apartment in Gemmayzeh, Beirut",2 bedrooms,1 bathroom,$120 / night,5,0 reviews,Show All 48 Amenities,2025-11-21T06:32:37.554550
Stayinn,8,Cloe | Modern 2-BR Terrace Apartment in Batroun,"Apartment in Ijdabra, Batroun, North Governorate",2 bedrooms,1 bathroom,,5,0 reviews,Show All 48 Amenities,2025-11-21T06:32:38.728259
Stayinn,9,Aura | 2-BR Apt in Gemmayze w/ Balcony,"Apartment in Gemmayze, Beirut",2 bedrooms,1 bathroom,$94 / night,5,1 reviews,Show All 42 Amenities,2025-11-21T06:32:40.772181
Stayinn,10,Maison Neuf | 2BR City-View Apt in Achrafieh,"Apartment in Beirut, Beirut Governorate",2 bedrooms,2 bathrooms,$183 / night,5,0 reviews,Show All 47 Amenities,2025-11-21T06:32:41.100079
Stayinn,11,Butterwave Sea View 1BR Apt w/ Balcony,"Apartment 39 sq. m in Kfar Abeida, Fadous, North Governorate",1 bedroom,1 bathroom,$100 / night,5,2 reviews,Show All 40 Amenities,2025-11-21T06:32:41.221948
Stayinn,12,Matcha| 1-BR w/ Pool & Terrace,"Apartment in Kfar Abida, North Governorate",1 bedroom,1 bathroom,$120 / night,5,2 reviews,Show All 50 Amenities,2025-11-21T06:32:41.290307
Stayinn,13,Navy | 1-BR Sea-View Escape in Kfar Abida,"Apartment in Kfar Aabida, North Governorate",1 bedroom,1 bathroom,$100 / night,5,4 reviews,Show All 39 Amenities,2025-11-21T06:32:44.533835
Stayinn,14,Wineberry 1-BR w/ Pool,"Apartment in Kfar Aabida, North Governorate",1 bedroom,1 bathroom,$120 / night,5,2 reviews,Show All 44 Amenities,2025-11-21T06:32:45.344148
Stayinn,15,"Amine 301, 1-BR in Mar Mikhael","Apartment in Mar Mikhael, Beirut, Beirut Governorate",1 bedroom,1 bathroom,$120 / night,5,2 reviews,Show All 39 Amenities,2025-11-21T06:32:45.373075
Stayinn,16,The Monteverde Loft,"Loft in 10 a Hortensia, Monteverde, Mount Lebanon Governorate",2 bedrooms,1 bathroom,$104 / night,5,4 reviews,Show All 67 Amenities,2025-11-21T06:32:45.526038
Stayinn,17,Cozy Chalet in the heart of jezzine- mountain view,"Apartment in GHVJ+VWR, Al Shalal street, Jezzine, South Governorate",1 bedroom,1 bathroom,$105 / night,5,1 reviews,Show All 40 Amenities,2025-11-21T06:32:48.653818
Stayinn,18,Ward at Emily Boutique Hotel,"Guesthouse in Saint joseph street jezzine, Jezzine, South Governorate",1 bedroom,1 bathroom,$143 / night,5,0 reviews,Show All 31 Amenities,2025-11-21T06:32:49.206064
Stayinn,19,Nour at Emily Boutique Hotel,"Guesthouse in GHVJ+VWR, Al Shalal street, Jezzine, South Governorate",1 bedroom,1 bathroom,$123 / night,5,0 reviews,Show All 33 Amenities,2025-11-21T06:32:49.320079
Stayinn,20,"Amine 302, 1-BR w/ Balcony in Mar Mikhael","Apartment in Mar Mikhael, Beirut, Beirut Governorate",1 bedroom,1 bathroom,,5,1 reviews,Show All 42 Amenities,2025-11-21T06:32:49.704062
Stayinn,21,Raha at Emily Boutique Hotel,"Guesthouse in Hhhh, Jezzine, South Governorate",1 bedroom,1 bathroom,$143 / night,5,0 reviews,Show All 34 Amenities,2025-11-21T06:32:49.270454
Stayinn,22,Sukun at Emily Boutique Hotel,"Guesthouse in Jezzine saintjoseph, Jezzine, South Governorate",1 bedroom,1 bathroom,$143 / night,5,0 reviews,Show All 34 Amenities,2025-11-21T06:32:52.571594
Stayinn,23,Nasma at Emily Boutique Hotel,"Guesthouse in Saint joseph, Jezzine, South Governorate",1 bedroom,1 bathroom,$123 / night,5,2 reviews,Show All 33 Amenities,2025-11-21T06:32:53.769428
Stayinn,24,"Sama Beirut 3-BR, Lvl 27 & Gym","Apartment 280 sq. m in Beirut, Beirut Governorate",3 bedrooms,3 bathrooms,$526 / night,5,0 reviews,Show All 45 Amenities,2025-11-21T06:32:54.249032
Stayinn,25,Sea Lodge | Jacuzzi w/ Sea View Terrace in Berbara,"House in Barbara, Berbara, Keserwan‑Jbeil Governorate",1 bedroom,1 bathroom,$123 / night,5,0 reviews,Show All 47 Amenities,2025-11-21T06:32:54.288080
Stayinn,26,Lemon | Berbara 2-BR Standalone House w/ Pool,"House in Berbara, Mount Lebanon Governorate",2 bedrooms,1 bathroom,$104 / night,5,3 reviews,Show All 44 Amenities,2025-11-21T06:32:53.920507
Stayinn,27,Beit El Berbara: Aywa|2-BR W/Pool & Breakfast,"Apartment in Berbara, Keserwan‑Jbeil Governorate",2 bedrooms,1 bathroom,$175 / night,5,1 reviews,Show All 50 Amenities,2025-11-21T06:32:56.936349
Stayinn,28,Beit El Berbara: Chmeryeta|2-BR W/Pool & Breakfast,"Apartment in Berbara, Keserwan‑Jbeil Governorate",2 bedrooms,1 bathroom,$175 / night,5,0 reviews,Show All 49 Amenities,2025-11-21T06:32:58.722765
Stayinn,29,Beit El Berbara: Bkharouz|1-BR W/Pool & Breakfast,"Apartment in Berbara, Keserwan‑Jbeil Governorate",1 bedroom,1 bathroom,$127 / night,5,0 reviews,Show All 51 Amenities,2025-11-21T06:32:57.720766
Stayinn,30,Beit El Berbara: Sekyet El Hamda w/ Pool,"House in Berbara, Mount Lebanon Governorate",1 bedroom,2 bathrooms,$235 / night,5,0 reviews,Show All 56 Amenities,2025-11-21T06:32:59.361165
Stayinn,31,Beit El Berbara: Zwaytini Room w/ Pool & Breakfast,"Apartment in Berbara, Keserwan‑Jbeil Governorate",1 bedroom,1 bathroom,$124 / night,5,0 reviews,Show All 45 Amenities,2025-11-21T06:32:58.593656
Stayinn,32,Beit El Berbara: Mantra| Stone house w/ Pool,"House 120 sq. m in Berbara, Mount Lebanon Governorate",1 bedroom,1 bathroom,$174 / night,5,2 reviews,Show All 55 Amenities,2025-11-21T06:33:01.608380
Stayinn,33,The Square House - Berbara,"House in Berbara, Berbara, Akkar Governorate",1 bedroom,1 bathroom,$80 / night,5,5 reviews,Show All 39 Amenities,2025-11-21T06:33:02.758100
Stayinn,34,Beit El Berbara: Nabeh Kettan | Studio w/ Pool,"Apartment in Berbara, Keserwan‑Jbeil Governorate",1 bedroom,1 bathroom,$111 / night,5,0 reviews,Show All 51 Amenities,2025-11-21T06:33:02.737478
Stayinn,35,Eden - 2-BR in Faraya,"Apartment 85 sq. m in Faraya, Mount Lebanon Governorate",2 bedrooms,1 bathroom,$129 / night,5,2 reviews,Show All 44 Amenities,2025-11-21T06:33:03.270212
Stayinn,36,Capri - Duplex 3-BR in Faraya,"Apartment 115 sq. m in Faraya, Mount Lebanon Governorate",3 bedrooms,2 bathrooms,$144 / night,5,0 reviews,Show All 47 Amenities,2025-11-21T06:33:03.659989
Stayinn,37,Amelia - Duplex 3-BR in Faraya,"Apartment 115 sq. m in Faraya, Mount Lebanon Governorate",3 bedrooms,2 bathrooms,$138 / night,5,1 reviews,Show All 47 Amenities,2025-11-21T06:33:06.713114
Stayinn,38,Sapa - 2-BR w/ Terrace in Faraya,"Apartment 120 sq. m in Faraya, Mount Lebanon Governorate",2 bedrooms,1 bathroom,$125 / night,5,0 reviews,Show All 47 Amenities,2025-11-21T06:33:06.483931
Stayinn,39,Beit El Berbara: Meeraya | Stone House w/ Pool,"House 90 sq. m in Berbara, Mount Lebanon Governorate",1 bedroom,1 bathroom,$186 / night,5,1 reviews,Show All 53 Amenities,2025-11-21T06:33:07.909026
Stayinn,40,Beit El Berbara: Al Biyad | 1-BR,"House in Berbara, Mount Lebanon Governorate",1 bedroom,1 bathroom,$180 / night,5,0 reviews,Show All 51 Amenities,2025-11-21T06:33:07.173280
Stayinn,41,"La Villa Marée - 5BR, w/ Pool - Batroun","Villa 950 sq. m in Kfar Aabida Seaside Rd, Fadous, North Governorate",5 bedrooms,5 bathrooms,$1163 / night,5,1 reviews,Show All 75 Amenities,2025-11-21T06:33:09.650175
Stayinn,42,Sea Breeze - Duplex Studio in Batroun Souk,"Apartment 80 sq. m in Batroun Old Souk, Batroun, North Governorate",1 bedroom,1 bathroom,$100 / night,5,1 reviews,Show All 40 Amenities,2025-11-21T06:33:11.400930
Stayinn,43,New Moon - Duplex Studio in Batroun Souk,"Apartment 80 sq. m in Batroun Old Souk, Batroun, North Governorate",1 bedroom,1 bathroom,$100 / night,5,2 reviews,Show All 40 Amenities,2025-11-21T06:33:10.724465
Stayinn,44,Palmera | 2-BR w/ Balcony & Parking – Fanar,"Apartment 128 sq. m in Fanar, Fanar, Mount Lebanon Governorate",2 bedrooms,1 bathroom,$85 / night,5,2 reviews,Show All 50 Amenities,2025-11-21T06:33:12.986004
Stayinn,45,Haus 22 | 2-BR in Gemmayze,"Apartment 100 sq. m in Gemmayze, Beirut Governorate",2 bedrooms,2 bathrooms,$100 / night,5,12 reviews,Show All 46 Amenities,2025-11-21T06:33:12.620670
Stayinn,46,Casa Montana | 2-BR Stone House in Berbara,"House 60 sq. m in Berbara, Berbara, North Governorate",2 bedrooms,1 bathroom,$126 / night,5,8 reviews,Show All 56 Amenities,2025-11-21T06:33:13.408016
Stayinn,47,Abbayto - Duplex Studio in Batroun Souk,"Apartment 80 sq. m in Old Souk, Batroun, North Governorate",1 bedroom,1 bathroom,$100 / night,5,6 reviews,Show All 40 Amenities,2025-11-21T06:33:15.560215
Stayinn,48,Alpina Faqra | 3-BR w/ Pool & Balcony,"Apartment 200 sq. m in Mazraat Kfar Dibiane, Faqra, Mount Lebanon Governorate",3 bedrooms,2 bathrooms,$174 / night,5,2 reviews,Show All 48 Amenities,2025-11-21T06:33:15.890015
Stayinn,49,Astra Faqra | 3-BR w/ Pool & Balcony,"Apartment 200 sq. m in Mazraat Kfar Dibiane, Faqra, Mount Lebanon Governorate",3 bedrooms,2 bathrooms,$174 / night,5,1 reviews,Show All 48 Amenities,2025-11-21T06:33:17.276333
Stayinn,50,Alma Del Monte | Stone House w/ Pool & Terrace,"House 60 sq. m in Berbara, Berbara, North Governorate",1 bedroom,1 bathroom,$166 / night,5,19 reviews,Show All 53 Amenities,2025-11-21T06:33:17.964644
Stayinn,51,Elva Faqra | Duplex 3-BR w/ Pool & Balcony,"Apartment 200 sq. m in Mazraat Kfar Dibiane, Faqra, Mount Lebanon Governorate",3 bedrooms,1 bathroom,$173 / night,5,5 reviews,Show All 53 Amenities,2025-11-21T06:33:18.486119
Stayinn,52,Aria Faqra | 3-BR w/ Pool & Balcony,"Apartment 200 sq. m in Mazraat Kfar Dibiane, Faqra, Mount Lebanon Governorate",3 bedrooms,1 bathroom,$173 / night,5,4 reviews,Show All 48 Amenities,2025-11-21T06:33:20.261805
