platform,title,city,bedrooms,bathrooms,price,rating,review_count,amenities_count,last_scraped
Stayinn,Olive: Wardufil – A Heritage 2-BR in Mar Mikhael,Beirut,2,2,158.385148005148,5.0,16,48,2025-11-19T14:26:07.101114
Stayinn,Jazz 3-BR / Sin El Fil,Beirut,3,2,110.0,5.0,16,43,2025-11-24T06:33:37.240050
airbnb,Cabin in Mayrouba,Mayrouba,2,1,108.6,5.0,16,31,19/11/2025 11:35
airbnb,Apartment in Beirut,Beirut,1,1,52.0,4.81,16,18,19/11/2025 11:39
airbnb,Apartment in Beirut,Beirut,1,1,35.6,5.0,16,16,19/11/2025 11:40
airbnb,Apartment in Beirut,Beirut,2,2,179.4,4.75,16,51,19/11/2025 11:44
airbnb,Apartment in Fanar,Fanar,2,2,84.0,4.75,16,32,19/11/2025 11:44
airbnb,Boutique hotel in Jounieh,Jounieh,1,1,70.0,5.0,16,45,19/11/2025 11:46
airbnb,Apartment in Beirut,Beirut,2,2,167.8,4.83,155,46,19/11/2025 11:39
airbnb,Apartment in Beirut,Beirut,1,1,81.2,4.99,151,64,19/11/2025 11:36
Stayinn,Nicole's 2-BR in Gemmayze,Beirut,2,2,100.0,5.0,15,37,2025-11-20T06:32:27.382032
Stayinn,Blue Dreams Studio in Batroun Souk,Batroun,1,1,100.0,5.0,15,40,2025-11-24T06:33:28.440066
Stayinn,Jazz 3-BR / Sin El Fil,Beirut,3,2,111.0,5.0,15,43,2025-11-19T14:26:07.341107
airbnb,Apartment in Beirut,Beirut,3,2,116.4,5.0,15,67,19/11/2025 11:41
airbnb,Cave in Chemlane,Chemlane,3,2,70.4,5.0,15,23,19/11/2025 11:41
airbnb,Windmill in Bekhaz,Bekhaz,1,1,258.0,5.0,15,32,19/11/2025 11:36
airbnb,Apartment in Beirut,Beirut,1,1,36.2,4.65,149,35,19/11/2025 11:36
airbnb,Apartment in Beirut,Beirut,2,1,58.8,4.66,146,45,19/11/2025 11:42
airbnb,Guesthouse in Beirut,Beirut,1,1,96.0,4.95,145,22,19/11/2025 11:45
Stayinn,Sweet Escape - Duplex Studio in Batroun Souk,Batroun,1,1,100.0,5.0,14,40,2025-11-23T06:30:53.598510
Stayinn,Sweet Escape - Duplex Studio in Batroun Souk,Batroun,1,1,101.0,5.0,14,40,2025-11-20T06:31:49.002323
airbnb,Apartment in Beirut,Beirut,1,1,49.8,4.71,14,17,19/11/2025 11:43
airbnb,Apartment in Kfardebian,Kfardebian,2,1,109.6,5.0,14,43,19/11/2025 11:46
airbnb,Apartment in Zakrit,Zakrit,2,2,40.8,4.86,14,49,19/11/2025 11:44
airbnb,Apartment in Beirut,Beirut,1,1,90.0,4.93,14,39,19/11/2025 11:47
airbnb,Apartment in Dekwaneh,Dekwaneh,2,2,108.6,5.0,14,71,19/11/2025 11:42
airbnb,Apartment in Beirut,Beirut,1,1,37.0,4.73,139,33,19/11/2025 11:48
airbnb,Apartment in Beirut,Beirut,1,1,38.6,4.65,139,38,19/11/2025 11:40
airbnb,Hotel in Beirut,Beirut,1,1,62.8,5.0,13,31,19/11/2025 11:37
airbnb,Apartment in Beirut,Beirut,1,1,54.0,4.92,13,21,19/11/2025 11:40
airbnb,Hotel in Beirut,Beirut,1,1,68.6,5.0,13,31,19/11/2025 11:40
airbnb,Chalet in Fadous,Fadous,1,1,91.4,5.0,13,8,19/11/2025 11:38
airbnb,Guesthouse in Batroun,Batroun,2,1,80.0,5.0,13,40,19/11/2025 11:38
Stayinn,Strawberry Studio in Mar Mikhael,Beirut,1,1,65.0,5.0,128,38,2025-11-23T06:31:52.025452
airbnb,Apartment in Chenan Aair,Chenan Aair,2,2,74.0,4.9,127,46,19/11/2025 11:41
airbnb,Apartment in Beirut,Beirut,1,1,74.4,4.95,125,44,19/11/2025 11:39
airbnb,Apartment in Beirut,Beirut,1,1,34.6,4.69,122,37,19/11/2025 11:47
airbnb,Apartment in Mar Mikhael,Mar Mikhael,1,1,68.0,4.83,121,38,19/11/2025 11:42
airbnb,Apartment in Beirut,Beirut,1,1,68.4,4.72,120,25,19/11/2025 11:40
Stayinn,"Bhub: Entire Space, 5 Boutique Rooms / Gemmayze",Beirut,5,5,511.0,5.0,12,34,2025-11-22T06:30:08.491124
Stayinn,Haus 22 | 2-BR in Gemmayze,Beirut,2,2,100.0,5.0,12,46,2025-11-24T06:33:14.624453
Stayinn,Maze 3-BR / Sin El Fil,Beirut,3,2,110.0,5.0,12,54,2025-11-23T06:31:04.738649
Stayinn,"Bhub: Entire Space, 5 Boutique Rooms / Gemmayze",Beirut,5,5,483.0,5.0,12,34,2025-11-21T06:33:56.486714
Stayinn,"Bhub - Room 202 - Gouraud str. - Gemmayze, Beirut",Beirut,1,1,100.0,5.0,12,35,2025-11-22T06:30:06.991147
Stayinn,Bird Nest | 2-BR in Ashrafieh,Beirut,2,2,90.0,5.0,12,45,2025-11-21T06:34:15.823901
Stayinn,"Bhub - Room 202 - Gouraud str. - Gemmayze, Beirut",Beirut,1,1,94.0,5.0,12,35,2025-11-21T06:33:52.312201
Stayinn,"Bhub - Room 202 - Gouraud str. - Gemmayze, Beirut",Beirut,1,1,101.0,5.0,12,35,2025-11-19T14:26:23.656991
Stayinn,Haus 22 | 2-BR in Gemmayze,Beirut,2,2,104.0,5.0,12,46,2025-11-19T14:25:42.251805
Stayinn,"Bhub - Room 202 - Gouraud str. - Gemmayze, Beirut",Beirut,1,1,98.0,5.0,12,35,2025-11-20T06:32:15.013947
Stayinn,"Bhub: Entire Space, 5 Boutique Rooms / Gemmayze",Beirut,5,5,500.0,5.0,12,34,2025-11-20T06:32:19.985138
Stayinn,"Bhub: Entire Space, 5 Boutique Rooms / Gemmayze",Beirut,5,5,518.0,5.0,12,34,2025-11-19T14:26:27.983105
Stayinn,Maze 3-BR / Sin El Fil,Beirut,3,2,111.0,5.0,12,54,2025-11-19T14:26:07.725350
airbnb,Bungalow in El Jahliye,El Jahliye,1,1,112.0,5.0,12,33,19/11/2025 11:48
airbnb,Apartment in Beirut,Beirut,2,1,57.0,4.83,12,34,19/11/2025 11:44
airbnb,Apartment in Beirut,Beirut,1,1,107.6,5.0,12,40,19/11/2025 11:45
airbnb,Apartment in Beirut,Beirut,1,1,53.2,5.0,12,18,19/11/2025 11:39
airbnb,Apartment in Beirut,Beirut,1,1,108.6,4.83,12,39,19/11/2025 11:42
airbnb,Home in Byblos,Byblos,1,1,161.0,5.0,12,39,19/11/2025 11:38
airbnb,Apartment in Beirut,Beirut,1,1,33.8,4.87,119,29,19/11/2025 11:43
airbnb,Apartment in Beirut,Beirut,1,1,72.6,4.7,119,25,19/11/2025 11:47
airbnb,Loft in Monteverde,Monteverde,2,1,116.0,4.91,118,70,19/11/2025 11:42
Stayinn,"Amine 202, 1-BR in Mar Mikhael",Beirut,1,1,91.0,5.0,117,45,2025-11-23T06:32:06.369798
Stayinn,"Amine 202, 1-BR in Mar Mikhael",Beirut,1,1,92.0,5.0,117,45,2025-11-24T06:34:47.347275
Stayinn,"Amine 202, 1-BR in Mar Mikhael",Beirut,1,1,93.0,5.0,117,45,2025-11-21T06:34:46.624952
Stayinn,"Amine 202, 1-BR in Mar Mikhael",Beirut,1,1,94.0,5.0,117,45,2025-11-20T06:33:09.058927
airbnb,Loft in Batroun,Batroun,1,1,159.8,4.91,116,34,19/11/2025 11:38
airbnb,Apartment in Mar Mikhael,Mar Mikhael,3,1,91.2,4.84,116,29,19/11/2025 11:44
Stayinn,REEM - Duplex Studio in Batroun Souk,Batroun,1,1,110.0,5.0,11,41,2025-11-22T06:29:45.081731
Stayinn,REEM - Duplex Studio in Batroun Souk,Batroun,1,1,113.0,5.0,11,41,2025-11-21T06:33:28.088136
airbnb,Apartment in Beirut,Beirut,1,1,62.6,5.0,11,44,19/11/2025 11:48
airbnb,Apartment in Beirut,Beirut,1,1,50.2,4.82,11,27,19/11/2025 11:40
airbnb,Apartment in Antelias,Antelias,3,3,113.0,5.0,11,35,19/11/2025 11:38
airbnb,Guesthouse in Deir El Qamar,Deir El Qamar,1,1,83.4,5.0,11,21,19/11/2025 11:40
airbnb,Apartment in Broummâna,Broummâna,1,1,61.8,5.0,11,52,19/11/2025 11:38
airbnb,Apartment in Beirut,Beirut,2,1,58.8,4.82,108,44,19/11/2025 11:43
airbnb,Nov 22 – 27,Beirut,1,1,14.8,4.88,108,24,19/11/2025 11:43
airbnb,Villa in Faqra,Faqra,2,1,119.6,4.91,108,65,19/11/2025 11:38
airbnb,Apartment in Beirut,Beirut,1,1,38.2,4.74,107,31,19/11/2025 11:46
airbnb,Apartment in Beirut,Beirut,1,1,39.6,4.67,107,31,19/11/2025 11:38
airbnb,Apartment in Dbayeh,Dbayeh,1,1,89.2,4.93,107,32,19/11/2025 11:48
airbnb,Apartment in Beirut,Beirut,1,1,63.8,4.62,104,36,19/11/2025 11:43
Stayinn,"Amine 206, Studio in Mar Mikhael",Beirut,1,1,81.0,5.0,103,40,2025-11-22T06:30:53.678703
Stayinn,"Amine 206, Studio in Mar Mikhael",Beirut,1,1,79.0,5.0,103,40,2025-11-19T14:27:20.734649
Stayinn,"Amine 206, Studio in Mar Mikhael",Beirut,1,1,83.0,5.0,103,40,2025-11-21T06:34:49.296760
Stayinn,"Amine 206, Studio in Mar Mikhael",Beirut,1,1,82.0,5.0,103,40,2025-11-24T06:34:49.216799
airbnb,Apartment in Mar Mikhael,Mar Mikhael,1,1,81.4,4.87,102,41,19/11/2025 11:43
Stayinn,Pink Horizon - Duplex Studio in Batroun Souk,Batroun,1,1,100.0,5.0,10,41,2025-11-20T06:31:45.884401
airbnb,Room in Beirut,Beirut,1,1,28.6,5.0,10,40,19/11/2025 11:36
airbnb,Private + Jacuzzi + Cozy+ Bbq,Haouch Snad,1,1,85.6,5.0,10,12,19/11/2025 11:40
airbnb,Apartment in Broummâna,Broummâna,1,2,73.2,5.0,10,56,19/11/2025 11:46
airbnb,Home in Ehmej,Ehmej,2,1,194.0,5.0,10,27,19/11/2025 11:47
Stayinn,Amelia - Duplex 3-BR in Faraya,"Apartment 115 Sq. M In Faraya, Mount Lebanon Governorate",3,2,144.0,5.0,1,47,2025-11-19T14:25:37.145526
Stayinn,Astra Faqra | 3-BR w/ Pool & Balcony,Faqra,3,2,162.0,5.0,1,48,2025-11-22T06:29:35.569764
Stayinn,Beit El Berbara: Aywa|2-BR W/Pool & Breakfast,Byblos,2,1,174.0,5.0,1,50,2025-11-22T06:29:17.967129
Stayinn,Kaia Faqra | Duplex 3-BR w/ Pool & Balcony,Faqra,3,2,166.0,5.0,1,52,2025-11-22T06:29:40.536313
Stayinn,Sea Breeze - Duplex Studio in Batroun Souk,Batroun,1,1,100.0,5.0,1,40,2025-11-24T06:33:13.811944
Stayinn,Kaia Faqra | Duplex 3-BR w/ Pool & Balcony,Faqra,3,2,181.0,5.0,1,52,2025-11-24T06:33:23.832543
Stayinn,Beit El Berbara: Aywa|2-BR W/Pool & Breakfast,Byblos,2,1,161.0,5.0,1,50,2025-11-19T14:25:24.495550
Stayinn,Amelia - Duplex 3-BR in Faraya,"Apartment 115 Sq. M In Faraya, Mount Lebanon Governorate",3,2,278.0,5.0,1,47,2025-11-24T06:33:09.351986
Stayinn,Aura | 2-BR Apt in Gemmayze w/ Balcony,Beirut,2,1,98.0,5.0,1,42,2025-11-20T06:31:02.330430
Stayinn,Cozy Chalet in the heart of jezzine- mountain view,"Apartment In Ghvj+Vwr, Al Shalal Street, Jezzine, South Governorate",1,1,105.0,5.0,1,40,2025-11-20T06:31:10.309212
Stayinn,Aura | 2-BR Apt in Gemmayze w/ Balcony,Beirut,2,1,95.0,5.0,1,42,2025-11-24T06:32:43.957706
Stayinn,Kaia Faqra | Duplex 3-BR w/ Pool & Balcony,Faqra,3,2,192.0,5.0,1,52,2025-11-19T14:25:51.532014
Stayinn,Astra Faqra | 3-BR w/ Pool & Balcony,Faqra,3,2,188.0,5.0,1,48,2025-11-19T14:25:47.169087
Stayinn,Beit El Berbara: Meeraya | Stone House w/ Pool,Berbara,1,1,168.0,5.0,1,53,2025-11-19T14:25:38.167920
Stayinn,Beit El Berbara: Aywa|2-BR W/Pool & Breakfast,Byblos,2,1,160.0,5.0,1,50,2025-11-24T06:33:00.752401
Stayinn,Astra Faqra | 3-BR w/ Pool & Balcony,Faqra,3,2,177.0,5.0,1,48,2025-11-24T06:33:18.434740
Stayinn,"La Villa Marée - 5BR, w/ Pool - Batroun","Villa 950 Sq. M In Kfar Aabida Seaside Rd, Fadous, North Governorate",5,5,1150.0,5.0,1,75,2025-11-22T06:29:29.449438
Stayinn,Beit El Berbara: Meeraya | Stone House w/ Pool,Berbara,1,1,175.0,5.0,1,53,2025-11-22T06:29:28.804278
Stayinn,"La Villa Marée - 5BR, w/ Pool - Batroun","Villa 950 Sq. M In Kfar Aabida Seaside Rd, Fadous, North Governorate",5,5,1175.0,5.0,1,75,2025-11-19T14:25:39.097095
Stayinn,Amelia - Duplex 3-BR in Faraya,"Apartment 115 Sq. M In Faraya, Mount Lebanon Governorate",3,2,130.0,5.0,1,47,2025-11-22T06:29:26.881732
Stayinn,"Amine 302, 1-BR w/ Balcony in Mar Mikhael",Beirut,1,1,141.0,5.0,1,42,2025-11-24T06:32:50.251295
Stayinn,Cozy Chalet in the heart of jezzine- mountain view,"Apartment In Ghvj+Vwr, Al Shalal Street, Jezzine, South Governorate",1,1,108.0,5.0,1,40,2025-11-24T06:32:52.334199
Stayinn,"Amine 302, 1-BR w/ Balcony in Mar Mikhael",Beirut,1,1,158.385148005148,5.0,1,42,2025-11-19T14:25:19.576748
Stayinn,Beit El Berbara: Meeraya | Stone House w/ Pool,Berbara,1,1,156.0,5.0,1,53,2025-11-24T06:33:10.889516
Stayinn,Astra Faqra | 3-BR w/ Pool & Balcony,Faqra,3,2,164.0,5.0,1,48,2025-11-20T06:31:40.155295
Stayinn,Kaia Faqra | Duplex 3-BR w/ Pool & Balcony,Faqra,3,2,167.0,5.0,1,52,2025-11-23T06:30:52.606992
Stayinn,Amelia - Duplex 3-BR in Faraya,"Apartment 115 Sq. M In Faraya, Mount Lebanon Governorate",3,2,143.0,5.0,1,47,2025-11-20T06:31:30.096829
Stayinn,Aura | 2-BR Apt in Gemmayze w/ Balcony,Beirut,2,1,94.0,5.0,1,42,2025-11-21T06:32:40.772181
Stayinn,Beit El Berbara: Meeraya | Stone House w/ Pool,Berbara,1,1,195.0,5.0,1,53,2025-11-20T06:31:31.555661
Stayinn,Aura | 2-BR Apt in Gemmayze w/ Balcony,Beirut,2,1,91.0,5.0,1,42,2025-11-23T06:30:14.845597
Stayinn,Aura | 2-BR Apt in Gemmayze w/ Balcony,Beirut,2,1,90.0,5.0,1,42,2025-11-22T06:29:04.714007
Stayinn,Amelia - Duplex 3-BR in Faraya,"Apartment 115 Sq. M In Faraya, Mount Lebanon Governorate",3,2,219.0,5.0,1,47,2025-11-23T06:30:37.881638
Stayinn,Beit El Berbara: Aywa|2-BR W/Pool & Breakfast,Byblos,2,1,175.0,5.0,1,50,2025-11-21T06:32:56.936349
Stayinn,"La Villa Marée - 5BR, w/ Pool - Batroun","Villa 950 Sq. M In Kfar Aabida Seaside Rd, Fadous, North Governorate",5,5,1163.0,5.0,1,75,2025-11-24T06:33:11.289771
Stayinn,Beit El Berbara: Meeraya | Stone House w/ Pool,Berbara,1,1,147.0,5.0,1,53,2025-11-23T06:30:40.272763
Stayinn,Amelia - Duplex 3-BR in Faraya,"Apartment 115 Sq. M In Faraya, Mount Lebanon Governorate",3,2,138.0,5.0,1,47,2025-11-21T06:33:06.713114
Stayinn,Aura | 2-BR Apt in Gemmayze w/ Balcony,Beirut,2,1,99.0,5.0,1,42,2025-11-19T14:25:07.730225
Stayinn,Beit El Berbara: Meeraya | Stone House w/ Pool,Berbara,1,1,186.0,5.0,1,53,2025-11-21T06:33:07.909026
Stayinn,Astra Faqra | 3-BR w/ Pool & Balcony,Faqra,3,2,163.0,5.0,1,48,2025-11-23T06:30:45.914727
Stayinn,Astra Faqra | 3-BR w/ Pool & Balcony,Faqra,3,2,174.0,5.0,1,48,2025-11-21T06:33:17.276333
Stayinn,Kaia Faqra | Duplex 3-BR w/ Pool & Balcony,Faqra,3,2,178.0,5.0,1,52,2025-11-21T06:33:22.115322
Stayinn,Beit El Berbara: Aywa|2-BR W/Pool & Breakfast,Byblos,2,1,181.0,5.0,1,50,2025-11-20T06:31:19.145400
Stayinn,Raha at Emily Boutique Hotel,"Guesthouse In Hhhh, Jezzine, South Governorate",1,1,145.0,5.0,0,34,2025-11-19T14:25:17.253689
Stayinn,Beit El Berbara: Al Biyad | 1-BR,Berbara,1,1,163.0,5.0,0,51,2025-11-19T14:25:37.758931
Stayinn,Nour at Emily Boutique Hotel,"Guesthouse In Ghvj+Vwr, Al Shalal Street, Jezzine, South Governorate",1,1,125.0,5.0,0,33,2025-11-19T14:25:17.453904
Stayinn,Ward at Emily Boutique Hotel,"Guesthouse In Saint Joseph Street Jezzine, Jezzine, South Governorate",1,1,143.0,5.0,0,31,2025-11-19T14:25:20.009684
Stayinn,Maison Neuf | 2BR City-View Apt in Achrafieh,Beirut,2,2,158.385148005148,5.0,0,47,2025-11-19T14:25:11.682746
Stayinn,Marmika | 2BR with Balcony in Mar Mikhael,Beirut,2,1,120.0,5.0,0,48,2025-11-19T14:25:08.048247
Stayinn,Sea Lodge | Jacuzzi w/ Sea View Terrace in Berbara,Byblos,1,1,120.0,5.0,0,47,2025-11-19T14:25:23.960566
Stayinn,FutoBaba Garden Loft in Mar Mikhael,Beirut,1,1,155.0,5.0,0,38,2025-11-19T14:25:08.025109
Stayinn,"Sama Beirut 3-BR, Lvl 27 & Gym",Beirut,3,3,526.0,5.0,0,45,2025-11-19T14:25:24.242400
Stayinn,"Brown 9 – 3BR Apt in Sioufi, 9th Floor w/ Parking",Beirut,3,2,250.0,5.0,0,45,2025-11-19T14:25:03.683669
Stayinn,Beit El Berbara: Bkharouz|1-BR W/Pool & Breakfast,Byblos,1,1,117.0,5.0,0,51,2025-11-19T14:25:27.930568
Stayinn,Beit El Berbara: Chmeryeta|2-BR W/Pool & Breakfast,Byblos,2,1,161.0,5.0,0,49,2025-11-19T14:25:28.483810
Stayinn,La Villa Kfardebian – Private Pool & Garden Villa,"Villa In Faraya, Mount Lebanon Governorate",3,4,650.0,5.0,0,50,2025-11-19T14:25:03.299356
Stayinn,Beit El Berbara: Sekyet El Hamda w/ Pool,Berbara,1,2,235.0,5.0,0,56,2025-11-19T14:25:28.683891
Stayinn,Beit El Berbara: Zwaytini Room w/ Pool & Breakfast,Byblos,1,1,115.0,5.0,0,45,2025-11-19T14:25:29.058170
Stayinn,Beit El Berbara: Nabeh Kettan | Studio w/ Pool,Byblos,1,1,98.0,5.0,0,51,2025-11-19T14:25:33.570389
Stayinn,Cloe | Modern 2-BR Terrace Apartment in Batroun,Batroun,2,1,130.0,5.0,0,48,2025-11-19T14:25:03.117071
Stayinn,Capri - Duplex 3-BR in Faraya,"Apartment 115 Sq. M In Faraya, Mount Lebanon Governorate",3,2,154.0,5.0,0,47,2025-11-19T14:25:33.579734
Stayinn,"Brown 8 – 3BR Apt in Sioufi, 8th Floor w/ Balcony",Beirut,3,2,200.0,5.0,0,42,2025-11-19T14:25:03.018068
Stayinn,Sapa - 2-BR w/ Terrace in Faraya,"Apartment 120 Sq. M In Faraya, Mount Lebanon Governorate",2,1,127.0,5.0,0,47,2025-11-19T14:25:33.820307
Stayinn,Le Jardin Kfardebian • Cozy 2BR Apartment with Private Garden,"Apartment In Kfardibian, Mount Lebanon Governorate",2,2,150.0,5.0,0,41,2025-11-19T14:25:03.022921
Stayinn,Sukun at Emily Boutique Hotel,"Guesthouse In Jezzine Saintjoseph, Jezzine, South Governorate",1,1,145.0,5.0,0,34,2025-11-19T14:25:20.403448
Stayinn,Beit El Berbara: Al Biyad | 1-BR,Berbara,1,1,151.0,5.0,0,51,2025-11-24T06:33:11.056137
Stayinn,Sukun at Emily Boutique Hotel,"Guesthouse In Jezzine Saintjoseph, Jezzine, South Governorate",1,1,143.0,5.0,0,34,2025-11-21T06:32:52.571594
Stayinn,Sukun at Emily Boutique Hotel,"Guesthouse In Jezzine Saintjoseph, Jezzine, South Governorate",1,1,140.0,5.0,0,34,2025-11-23T06:30:25.344797
Stayinn,Le Summit Faqra: 3BR Ski View Villa,Faqra,3,2,158.385148005148,5.0,0,44,2025-11-22T06:29:01.321037
Stayinn,Le Jardin Kfardebian • Cozy 2BR Apartment with Private Garden,"Apartment In Kfardibian, Mount Lebanon Governorate",2,2,158.385148005148,5.0,0,41,2025-11-22T06:29:01.584597
Stayinn,Beit El Berbara: Bkharouz|1-BR W/Pool & Breakfast,Byblos,1,1,115.0,5.0,0,51,2025-11-23T06:30:29.437961
Stayinn,Beit El Berbara: Chmeryeta|2-BR W/Pool & Breakfast,Byblos,2,1,160.0,5.0,0,49,2025-11-23T06:30:29.817654
Stayinn,La Villa Kfardebian – Private Pool & Garden Villa,"Villa 250 Sq. M In Faraya, Mount Lebanon Governorate",3,4,158.385148005148,5.0,0,64,2025-11-22T06:29:01.459896
Stayinn,Beit El Berbara: Nabeh Kettan | Studio w/ Pool,Byblos,1,1,90.0,5.0,0,51,2025-11-23T06:30:33.138104
Stayinn,"Brown 8 – 3BR Apt in Sioufi, 8th Floor w/ Balcony",Beirut,3,2,180.0,5.0,0,42,2025-11-22T06:28:59.384732
Stayinn,"Brown 9 – 3BR Apt in Sioufi, 9th Floor w/ Parking",Beirut,3,2,180.0,5.0,0,45,2025-11-22T06:28:59.275847
Stayinn,Sapa - 2-BR w/ Terrace in Faraya,"Apartment 120 Sq. M In Faraya, Mount Lebanon Governorate",2,1,192.0,5.0,0,47,2025-11-23T06:30:37.165605
Stayinn,Beit El Berbara: Al Biyad | 1-BR,Berbara,1,1,143.0,5.0,0,51,2025-11-23T06:30:38.036496
Stayinn,Capri - Duplex 3-BR in Faraya,"Apartment 115 Sq. M In Faraya, Mount Lebanon Governorate",3,2,232.0,5.0,0,47,2025-11-23T06:30:37.166735
Stayinn,Beit El Berbara: Al Biyad | 1-BR,Berbara,1,1,180.0,5.0,0,51,2025-11-21T06:33:07.173280
Stayinn,Sapa - 2-BR w/ Terrace in Faraya,"Apartment 120 Sq. M In Faraya, Mount Lebanon Governorate",2,1,125.0,5.0,0,47,2025-11-21T06:33:06.483931
Stayinn,Capri - Duplex 3-BR in Faraya,"Apartment 115 Sq. M In Faraya, Mount Lebanon Governorate",3,2,144.0,5.0,0,47,2025-11-21T06:33:03.659989
Stayinn,Beit El Berbara: Nabeh Kettan | Studio w/ Pool,Byblos,1,1,111.0,5.0,0,51,2025-11-21T06:33:02.737478
Stayinn,Beit El Berbara: Zwaytini Room w/ Pool & Breakfast,Byblos,1,1,124.0,5.0,0,45,2025-11-21T06:32:58.593656
Stayinn,Beit El Berbara: Bkharouz|1-BR W/Pool & Breakfast,Byblos,1,1,127.0,5.0,0,51,2025-11-21T06:32:57.720766
Stayinn,Beit El Berbara: Chmeryeta|2-BR W/Pool & Breakfast,Byblos,2,1,175.0,5.0,0,49,2025-11-21T06:32:58.722765
Stayinn,Sea Lodge | Jacuzzi w/ Sea View Terrace in Berbara,Byblos,1,1,123.0,5.0,0,47,2025-11-21T06:32:54.288080
Stayinn,Nour at Emily Boutique Hotel,"Guesthouse In Ghvj+Vwr, Al Shalal Street, Jezzine, South Governorate",1,1,120.0,5.0,0,33,2025-11-23T06:30:23.765764
Stayinn,Ward at Emily Boutique Hotel,"Guesthouse In Saint Joseph Street Jezzine, Jezzine, South Governorate",1,1,140.0,5.0,0,31,2025-11-23T06:30:24.609825
Stayinn,Raha at Emily Boutique Hotel,"Guesthouse In Hhhh, Jezzine, South Governorate",1,1,140.0,5.0,0,34,2025-11-23T06:30:22.282041
Stayinn,Sapa - 2-BR w/ Terrace in Faraya,"Apartment 120 Sq. M In Faraya, Mount Lebanon Governorate",2,1,241.0,5.0,0,47,2025-11-24T06:33:08.439683
Stayinn,Beit El Berbara: Al Biyad | 1-BR,Berbara,1,1,170.0,5.0,0,51,2025-11-22T06:29:27.367252
Stayinn,Capri - Duplex 3-BR in Faraya,"Apartment 115 Sq. M In Faraya, Mount Lebanon Governorate",3,2,134.0,5.0,0,47,2025-11-22T06:29:26.406431
Stayinn,Sapa - 2-BR w/ Terrace in Faraya,"Apartment 120 Sq. M In Faraya, Mount Lebanon Governorate",2,1,120.0,5.0,0,47,2025-11-22T06:29:25.326781
Stayinn,Beit El Berbara: Nabeh Kettan | Studio w/ Pool,Byblos,1,1,105.0,5.0,0,51,2025-11-22T06:29:23.359979
Stayinn,Beit El Berbara: Chmeryeta|2-BR W/Pool & Breakfast,Byblos,2,1,174.0,5.0,0,49,2025-11-22T06:29:20.145874
Stayinn,Beit El Berbara: Bkharouz|1-BR W/Pool & Breakfast,Byblos,1,1,126.0,5.0,0,51,2025-11-22T06:29:19.584199
Stayinn,Cloe | Modern 2-BR Terrace Apartment in Batroun,Batroun,2,1,158.385148005148,5.0,0,48,2025-11-23T06:30:14.302765
Stayinn,Maison Neuf | 2BR City-View Apt in Achrafieh,Beirut,2,2,183.0,5.0,0,47,2025-11-23T06:30:15.433491
Stayinn,Raha at Emily Boutique Hotel,"Guesthouse In Hhhh, Jezzine, South Governorate",1,1,143.0,5.0,0,34,2025-11-21T06:32:49.270454
Stayinn,Nour at Emily Boutique Hotel,"Guesthouse In Ghvj+Vwr, Al Shalal Street, Jezzine, South Governorate",1,1,123.0,5.0,0,33,2025-11-24T06:32:53.367927
Stayinn,Beit El Berbara: Nabeh Kettan | Studio w/ Pool,Byblos,1,1,93.0,5.0,0,51,2025-11-24T06:33:05.559584
Stayinn,Capri - Duplex 3-BR in Faraya,"Apartment 115 Sq. M In Faraya, Mount Lebanon Governorate",3,2,298.0,5.0,0,47,2025-11-24T06:33:06.909428
Stayinn,Beit El Berbara: Nabeh Kettan | Studio w/ Pool,Byblos,1,1,115.0,5.0,0,51,2025-11-20T06:31:26.086434
Stayinn,Beit El Berbara: Al Biyad | 1-BR,Berbara,1,1,189.0,5.0,0,51,2025-11-20T06:31:30.586598
Stayinn,Capri - Duplex 3-BR in Faraya,"Apartment 115 Sq. M In Faraya, Mount Lebanon Governorate",3,2,152.0,5.0,0,47,2025-11-20T06:31:27.891895
Stayinn,Sapa - 2-BR w/ Terrace in Faraya,"Apartment 120 Sq. M In Faraya, Mount Lebanon Governorate",2,1,126.0,5.0,0,47,2025-11-20T06:31:28.045362
Stayinn,Beit El Berbara: Chmeryeta|2-BR W/Pool & Breakfast,Byblos,2,1,181.0,5.0,0,49,2025-11-20T06:31:22.580103
Stayinn,Sea Lodge | Jacuzzi w/ Sea View Terrace in Berbara,Byblos,1,1,127.0,5.0,0,47,2025-11-20T06:31:17.904641
Stayinn,Beit El Berbara: Bkharouz|1-BR W/Pool & Breakfast,Byblos,1,1,132.0,5.0,0,51,2025-11-20T06:31:21.876239
Stayinn,Beit El Berbara: Zwaytini Room w/ Pool & Breakfast,Byblos,1,1,128.0,5.0,0,45,2025-11-20T06:31:22.173770
LebanonRental,5 Bedroom Villa in Arez,Bcharre,5,3,550.0,4.963635036496351,0,3,24/11/2025
LebanonRental,Faqra Duplex Chalet,Keserouan,1,2,130.0,4.963635036496351,0,2,24/11/2025
LebanonRental,Villa In Eddé Jbeil,Byblos,1,1,150.0,4.963635036496351,0,1,24/11/2025
LebanonRental,Bahsa-Batroun Room 6,Batroun,1,1,120.0,4.963635036496351,0,2,24/11/2025
LebanonRental,Faraya Duplex Apartment Two Bedrooms,Keserouan,2,1,100.0,4.963635036496351,0,2,24/11/2025
LebanonRental,Charming Rooms for 2-3 Guests in Batroun,Batroun,1,1,50.0,4.963635036496351,0,0,24/11/2025
