platform,title,city,bedrooms,bathrooms,price,rating,review_count,amenities_count,last_scraped
Stayinn,Beit Chams: Sunset Suite / Batroun,Batroun,1,1,127.0,5.0,42,28,2025-11-23T06:31:13.071813
Stayinn,Beit Chams: Sunset Suite / Batroun,Batroun,1,1,148.0,5.0,42,28,2025-11-20T06:32:10.285229
airbnb,Apartment in Al-Mansuriyya,Al-Mansuriyya,3,4,56.16666666666666,4.86,42,22,19/11/2025 11:42
airbnb,Apartment in Byblos,Byblos,2,1,79.0,4.71,42,39,19/11/2025 11:43
airbnb,Apartment in Beirut,Beirut,1,1,158.385148005148,4.88,41,18,19/11/2025 11:36
airbnb,Dome in Bmahari,Bmahari,1,1,175.8,4.93,41,40,19/11/2025 11:36
airbnb,Apartment in Beirut,Beirut,2,2,191.0,4.95,40,63,19/11/2025 11:42
airbnb,Apartment in Beirut,Beirut,2,1,80.2,4.98,40,59,19/11/2025 11:39
airbnb,Apartment in Kasslik,Kasslik,1,1,54.0,4.83,40,33,19/11/2025 11:39
Stayinn,Alta Faqra | 3-BR w/ Pool & Terrace,Faqra,3,1,164.0,5.0,4,48,2025-11-20T06:31:44.544093
Stayinn,Aria Faqra | 3-BR w/ Pool & Balcony,Faqra,3,1,162.0,5.0,4,48,2025-11-23T06:30:49.493461
Stayinn,Navy | 1-BR Sea-View Escape in Kfar Abida,"Apartment In Kfar Aabida, North Governorate",1,1,100.0,5.0,4,39,2025-11-20T06:31:06.387208
Stayinn,Aria Faqra | 3-BR w/ Pool & Balcony,Faqra,3,1,161.0,5.0,4,48,2025-11-22T06:29:38.083400
Stayinn,The Monteverde Loft,"Loft In 10 A Hortensia, Monteverde, Mount Lebanon Governorate",2,1,104.0,5.0,4,67,2025-11-21T06:32:45.526038
Stayinn,Aria Faqra | 3-BR w/ Pool & Balcony,Faqra,3,1,164.0,5.0,4,48,2025-11-20T06:31:41.595618
Stayinn,Aria Faqra | 3-BR w/ Pool & Balcony,Faqra,3,1,176.0,5.0,4,48,2025-11-24T06:33:20.000716
Stayinn,The Monteverde Loft,"Loft In 10 A Hortensia, Monteverde, Mount Lebanon Governorate",2,1,110.0,5.0,4,67,2025-11-24T06:32:52.539003
Stayinn,Acapulco 2-BR / Gemmayze,Beirut,2,1,85.0,5.0,4,47,2025-11-19T14:26:03.127410
Stayinn,Midtown 3-BR / Mar Mikhael,Beirut,3,2,158.385148005148,5.0,4,39,2025-11-24T06:34:09.189877
Stayinn,The Monteverde Loft,"Loft In 10 A Hortensia, Monteverde, Mount Lebanon Governorate",2,1,111.0,5.0,4,67,2025-11-19T14:25:16.027989
Stayinn,Alta Faqra | 3-BR w/ Pool & Terrace,Faqra,3,1,176.0,5.0,4,48,2025-11-24T06:33:21.612226
Stayinn,The Monteverde Loft,"Loft In 10 A Hortensia, Monteverde, Mount Lebanon Governorate",2,1,103.0,5.0,4,67,2025-11-22T06:29:11.063529
Stayinn,Alta Faqra | 3-BR w/ Pool & Terrace,Faqra,3,1,161.0,5.0,4,48,2025-11-22T06:29:39.412808
Stayinn,Alta Faqra | 3-BR w/ Pool & Terrace,Faqra,3,1,162.0,5.0,4,48,2025-11-23T06:30:49.772161
Stayinn,The Monteverde Loft,"Loft In 10 A Hortensia, Monteverde, Mount Lebanon Governorate",2,1,108.0,5.0,4,67,2025-11-20T06:31:09.754640
Stayinn,Alta Faqra | 3-BR w/ Pool & Terrace,Faqra,3,1,187.0,5.0,4,48,2025-11-19T14:25:50.798660
Stayinn,Aria Faqra | 3-BR w/ Pool & Balcony,Faqra,3,1,187.0,5.0,4,48,2025-11-19T14:25:50.471938
Stayinn,Alta Faqra | 3-BR w/ Pool & Terrace,Faqra,3,1,173.0,5.0,4,48,2025-11-21T06:33:20.648995
Stayinn,Aria Faqra | 3-BR w/ Pool & Balcony,Faqra,3,1,173.0,5.0,4,48,2025-11-21T06:33:20.261805
Stayinn,The Monteverde Loft,"Loft In 10 A Hortensia, Monteverde, Mount Lebanon Governorate",2,1,106.0,5.0,4,67,2025-11-23T06:30:21.795288
airbnb,Apartment in Beirut,Beirut,1,1,45.2,5.0,4,40,19/11/2025 11:38
Stayinn,BOHO Studio: Wild Flowers | Mar Mikhael,Beirut,1,1,95.0,5.0,39,39,2025-11-22T06:29:56.595880
airbnb,Apartment in Beirut,Beirut,2,1,85.6,4.97,39,55,19/11/2025 11:41
airbnb,Apartment in Jumayza,Jumayza,1,1,89.0,4.92,39,41,19/11/2025 11:42
airbnb,Chalet in Batroun,Batroun,2,1,59.4,4.92,39,43,19/11/2025 11:45
airbnb,Apartment in Beirut,Beirut,2,1,67.4,4.92,38,46,19/11/2025 11:45
airbnb,Apartment in Beirut,Beirut,1,1,69.0,4.89,38,21,19/11/2025 11:40
Stayinn,Santiago Duplex in Ashrafieh,Beirut,2,2,155.0,5.0,37,44,2025-11-23T06:31:36.548757
Stayinn,"The Cube 11, 2-BR / Sin El Fil",Beirut,2,2,194.0,5.0,37,38,2025-11-24T06:34:07.922984
Stayinn,"The Cube 11, 2-BR / Sin El Fil",Beirut,2,2,158.385148005148,5.0,37,38,2025-11-20T06:32:32.848391
airbnb,Tiny home in Deir El Qamar,Deir El Qamar,1,1,80.0,4.95,37,57,19/11/2025 11:47
airbnb,Apartment in Byblos,Byblos,1,1,76.6,4.73,37,47,19/11/2025 11:38
Stayinn,"Amine 504, 2-BR in Mar Mikhael",Beirut,2,1,103.0,5.0,36,41,2025-11-21T06:34:32.557384
Stayinn,"Amine 504, 2-BR in Mar Mikhael",Beirut,2,1,101.0,5.0,36,41,2025-11-23T06:31:54.340627
Stayinn,"Amine 704, 2-BR in Mar Mikhael",Beirut,2,1,104.0,5.0,36,43,2025-11-20T06:33:07.957636
Stayinn,"Amine 504, 2-BR in Mar Mikhael",Beirut,2,1,102.0,5.0,36,41,2025-11-24T06:34:33.365226
Stayinn,"Amine 504, 2-BR in Mar Mikhael",Beirut,2,1,104.0,5.0,36,41,2025-11-19T14:27:05.466305
Stayinn,"Amine 201, 1-BR in Mar Mikhael",Beirut,1,1,94.0,5.0,36,42,2025-11-19T14:27:20.395876
Stayinn,"Amine 704, 2-BR in Mar Mikhael",Beirut,2,1,124.0,5.0,36,43,2025-11-23T06:32:02.955675
Stayinn,"Amine 704, 2-BR in Mar Mikhael",Beirut,2,1,103.0,5.0,36,43,2025-11-21T06:34:44.156315
Stayinn,"Amine 201, 1-BR in Mar Mikhael",Beirut,1,1,91.0,5.0,36,42,2025-11-23T06:32:08.361091
Stayinn,"Amine 201, 1-BR in Mar Mikhael",Beirut,1,1,93.0,5.0,36,42,2025-11-21T06:34:49.000028
Stayinn,"Amine 201, 1-BR in Mar Mikhael",Beirut,1,1,92.0,5.0,36,42,2025-11-24T06:34:47.578272
airbnb,Apartment in Beirut,Beirut,1,1,36.2,4.89,36,25,19/11/2025 11:44
Stayinn,Paris Studio in Gemmayze,Beirut,1,1,121.0,5.0,35,45,2025-11-23T06:31:05.300565
airbnb,Apartment in Batroun,Batroun,2,3,81.6,4.97,35,46,19/11/2025 11:47
airbnb,Loft in Beirut,Beirut,2,4,186.2,4.91,35,49,19/11/2025 11:42
Stayinn,Paris Studio in Gemmayze,Beirut,1,1,158.385148005148,5.0,34,45,2025-11-20T06:32:05.485004
Stayinn,Steps 1-BR / Gemmayze,Beirut,1,1,149.0,5.0,34,36,2025-11-24T06:33:52.016754
airbnb,Home in Aajaltoûn,Aajaltoûn,2,2,82.8,5.0,34,48,19/11/2025 11:48
airbnb,Apartment in Beirut,Beirut,1,1,46.6,4.65,34,41,19/11/2025 11:44
airbnb,Chalet in El Barouk,El Barouk,1,1,125.6,4.85,34,8,19/11/2025 11:41
airbnb,Apartment in Kasslik,Kasslik,1,1,54.0,4.79,34,38,19/11/2025 11:42
airbnb,Apartment in Beirut,Beirut,1,1,76.4,4.97,34,45,19/11/2025 11:47
Stayinn,Tokyo 1-BR / Gemmayze,Beirut,1,1,149.0,5.0,33,40,2025-11-23T06:31:16.614841
Stayinn,"Amine 501, 1-BR in Mar Mikhael",Beirut,1,1,106.0,5.0,33,45,2025-11-24T06:34:23.328098
Stayinn,"Amine 501, 1-BR in Mar Mikhael",Beirut,1,1,94.0,5.0,33,45,2025-11-20T06:32:46.768422
Stayinn,Les Galets in Batroun,Batroun,1,2,124.0,5.0,33,45,2025-11-24T06:34:13.375828
Stayinn,Les Galets in Batroun,Batroun,1,2,121.0,5.0,33,45,2025-11-22T06:30:22.722962
Stayinn,"Amine 501, 1-BR in Mar Mikhael",Beirut,1,1,93.0,5.0,33,45,2025-11-21T06:34:22.703566
Stayinn,"Amine 501, 1-BR in Mar Mikhael",Beirut,1,1,91.0,5.0,33,45,2025-11-23T06:31:44.423484
airbnb,Apartment in Zakrit,Zakrit,1,1,45.8,4.85,33,45,19/11/2025 11:43
airbnb,Apartment in Beirut,Beirut,1,1,67.4,4.94,33,36,19/11/2025 11:38
Stayinn,Spacious Nest | 1-BR in Ashrafieh,Beirut,1,2,80.0,5.0,32,45,2025-11-24T06:34:16.357478
Stayinn,Tokyo 1-BR / Gemmayze,Beirut,1,1,158.385148005148,5.0,32,40,2025-11-20T06:32:18.399350
Stayinn,BOHO Studio: Dream Catcher | Mar Mikhael,Beirut,1,1,95.0,5.0,32,38,2025-11-21T06:33:41.141896
Stayinn,Les Galets in Batroun,Batroun,1,2,119.0,5.0,32,45,2025-11-20T06:32:35.143177
Stayinn,Steps 1-BR / Gemmayze,Beirut,1,1,158.385148005148,5.0,32,36,2025-11-20T06:32:17.460031
Stayinn,Les Galets in Batroun,Batroun,1,2,123.0,5.0,32,45,2025-11-19T14:26:44.370565
airbnb,Apartment in Beirut,Beirut,1,1,63.6,4.97,32,37,19/11/2025 11:35
airbnb,Skyline Sanctuary,Beirut,1,0,32.2,4.88,32,29,19/11/2025 11:42
Stayinn,"Amine 305, 1-BR W Balcony in Mar Mikhael",Beirut,1,1,93.0,5.0,31,40,2025-11-21T06:33:43.363810
Stayinn,"Amine 305, 1-BR W Balcony in Mar Mikhael",Beirut,1,1,92.0,5.0,31,40,2025-11-23T06:31:09.920991
Stayinn,Luna 2-BR in Mar Mikhael W/24-24 Power,Beirut,2,1,100.0,5.0,31,46,2025-11-19T14:27:09.865530
Stayinn,"Amine 103, 2-BR in Mar Mikhael",Beirut,2,2,158.385148005148,5.0,31,50,2025-11-22T06:30:54.590904
Stayinn,"Amine 305, 1-BR W Balcony in Mar Mikhael",Beirut,1,1,94.0,5.0,31,40,2025-11-20T06:32:07.508648
Stayinn,"Amine 305, 1-BR W Balcony in Mar Mikhael",Beirut,1,1,91.0,5.0,31,40,2025-11-22T06:30:00.211220
airbnb,Apartment in Byblos,Byblos,2,2,50.4,4.77,31,44,19/11/2025 11:46
airbnb,Apartment in Beirut,Beirut,1,1,54.0,4.97,30,19,19/11/2025 11:37
Stayinn,Palmera | 2-BR w/ Balcony & Parking – Fanar,"Apartment 128 Sq. M In Fanar, Fanar, Mount Lebanon Governorate",2,1,85.0,5.0,3,50,2025-11-22T06:29:32.593165
Stayinn,FutoBaba Garden Loft in Mar Mikhael,Beirut,1,1,100.0,5.0,3,38,2025-11-23T06:30:11.796011
Stayinn,Beit El Berbara: Mantra| Stone house w/ Pool,Berbara,1,1,138.0,5.0,3,55,2025-11-23T06:30:33.261052
Stayinn,"Bhub - Room 204- Gouraud str - Gemmayze, Beirut",Beirut,1,1,106.0,5.0,3,35,2025-11-19T14:26:24.352858
Stayinn,Lemon | Berbara 2-BR Standalone House w/ Pool,Berbara,2,1,96.0,5.0,3,44,2025-11-19T14:25:22.471842
Stayinn,"Bhub - Room 204- Gouraud str - Gemmayze, Beirut",Beirut,1,1,101.0,5.0,3,35,2025-11-23T06:31:18.311759
Stayinn,Lemon | Berbara 2-BR Standalone House w/ Pool,Berbara,2,1,107.0,5.0,3,44,2025-11-20T06:31:17.911558
Stayinn,"Bhub - Room 204- Gouraud str - Gemmayze, Beirut",Beirut,1,1,103.0,5.0,3,35,2025-11-20T06:32:15.237575
Stayinn,Lemon | Berbara 2-BR Standalone House w/ Pool,Berbara,2,1,103.0,5.0,3,44,2025-11-22T06:29:16.427904
Stayinn,Lemon | Berbara 2-BR Standalone House w/ Pool,Berbara,2,1,104.0,5.0,3,44,2025-11-21T06:32:53.920507
Stayinn,"Bhub - Room 204- Gouraud str - Gemmayze, Beirut",Beirut,1,1,99.0,5.0,3,35,2025-11-21T06:33:53.123377
Stayinn,Butterwave Sea View 1BR Apt w/ Balcony,"Apartment 39 Sq. M In Kfar Abeida, Fadous, North Governorate",1,1,100.0,5.0,3,40,2025-11-23T06:30:16.441420
Stayinn,Lemon | Berbara 2-BR Standalone House w/ Pool,Berbara,2,1,95.0,5.0,3,44,2025-11-24T06:32:57.862246
Stayinn,Beit El Berbara: Mantra| Stone house w/ Pool,Berbara,1,1,146.0,5.0,3,55,2025-11-24T06:33:04.355135
airbnb,Apartment in Beirut,Beirut,1,2,83.0,5.0,3,20,19/11/2025 11:43
airbnb,Apartment in Batroun,Batroun,1,1,64.0,5.0,3,23,19/11/2025 11:49
airbnb,Apartment in Beirut,Beirut,2,1,75.4,5.0,3,31,19/11/2025 11:43
airbnb,Apartment in Beit Mery,Beit Mery,3,2,70.2,5.0,3,44,19/11/2025 11:47
airbnb,Apartment in Beirut,Beirut,1,1,43.2,5.0,3,22,19/11/2025 11:35
airbnb,Villa in Faqra,Faqra,3,2,341.4,5.0,3,37,19/11/2025 11:35
airbnb,Apartment in Chtaura,Chtaura,2,2,71.0,5.0,3,6,19/11/2025 11:46
Stayinn,BOHO Studio: Wanderwood | Mar Mikhael,Beirut,1,1,95.0,5.0,29,42,2025-11-24T06:33:40.047731
airbnb,Apartment in Beirut,Beirut,1,1,62.0,4.97,29,26,19/11/2025 11:42
airbnb,Home in Qboula,Qboula,2,2,33.2,4.79,29,44,19/11/2025 11:48
airbnb,Apartment in Hadath,Hadath,2,1,63.4,4.97,29,59,19/11/2025 11:39
airbnb,Apartment in Kfar Chima,Kfar Chima,1,1,35.0,5.0,29,38,19/11/2025 11:36
airbnb,Villa in Niha,Niha,3,2,237.6,5.0,29,44,19/11/2025 11:39
airbnb,Apartment in Beirut,Beirut,1,1,110.8,5.0,29,69,19/11/2025 11:39
Stayinn,BOHO Studio: Nomad | Mar Mikhael,Beirut,1,1,95.0,5.0,28,38,2025-11-21T06:33:42.027420
airbnb,Bungalow in Douma,Douma,1,1,100.6,4.89,28,45,19/11/2025 11:48
airbnb,Apartment in Beirut,Beirut,1,1,66.2,4.96,28,34,19/11/2025 11:40
airbnb,Home in Byblos,Byblos,1,1,143.4,4.93,28,34,19/11/2025 11:45
airbnb,Cabin in Ghosta,Ghosta,1,1,186.2,4.91,270,50,19/11/2025 11:36
Stayinn,"Amine 306, Studio in Mar Mikhael",Beirut,1,1,81.0,5.0,27,40,2025-11-23T06:31:09.413882
Stayinn,Cozy 2-BR / Batroun Souk,Batroun,2,1,91.0,5.0,27,36,2025-11-19T14:26:54.641939
Stayinn,Cozy 2-BR / Batroun Souk,Batroun,2,1,90.0,5.0,27,36,2025-11-22T06:30:31.601834
Stayinn,"Amine 306, Studio in Mar Mikhael",Beirut,1,1,102.0,5.0,27,40,2025-11-24T06:33:44.573969
airbnb,Villa in Baadrane,Baadrane,2,1,171.2,4.96,27,36,19/11/2025 11:42
airbnb,Apartment in Beirut,Beirut,1,1,75.4,4.74,27,39,19/11/2025 11:44
Stayinn,"Amine 306, Studio in Mar Mikhael",Beirut,1,1,83.0,5.0,26,40,2025-11-21T06:33:42.874286
Stayinn,"Amine 306, Studio in Mar Mikhael",Beirut,1,1,84.0,5.0,26,40,2025-11-19T14:26:15.200862
airbnb,Chalet in Fadous,Fadous,1,1,106.2,4.96,26,17,19/11/2025 11:48
airbnb,Home in Douma,Douma,4,4,179.8,4.65,26,29,19/11/2025 11:47
Stayinn,"Amine 603, Studio in Mar Mikhael",Beirut,1,1,65.0,5.0,25,44,2025-11-19T14:27:15.370568
Stayinn,Wardufil 3-BR / Mar Mikhael,Beirut,3,3,179.0,5.0,25,49,2025-11-24T06:33:33.004481
Stayinn,Wardufil 3-BR / Mar Mikhael,Beirut,3,3,158.0,5.0,25,49,2025-11-20T06:31:54.419231
Stayinn,Comfortable 1BR - Mar Mikhael,Beirut,2,1,38.0,5.0,25,33,2025-11-23T06:31:46.329932
Stayinn,"Amine 603, Studio in Mar Mikhael",Beirut,1,1,158.385148005148,5.0,25,44,2025-11-22T06:30:51.898405
Stayinn,Wardufil 3-BR / Mar Mikhael,Beirut,3,3,154.0,5.0,25,49,2025-11-21T06:33:32.084671
Stayinn,Wardufil 3-BR / Mar Mikhael,Beirut,3,3,153.0,5.0,25,49,2025-11-22T06:29:48.262263
airbnb,Apartment in Beirut,Beirut,2,1,75.4,4.72,25,51,19/11/2025 11:45
airbnb,Apartment in Batroun,Batroun,1,1,77.6,4.89,245,32,19/11/2025 11:40
Stayinn,"Amine 604, 2-BR in Mar Mikhael",Beirut,2,1,101.0,5.0,23,40,2025-11-23T06:32:03.195543
Stayinn,"Amine 604, 2-BR in Mar Mikhael",Beirut,2,1,104.0,5.0,23,40,2025-11-20T06:33:04.923029
Stayinn,"Amine 604, 2-BR in Mar Mikhael",Beirut,2,1,102.0,5.0,23,40,2025-11-24T06:34:41.294222
Stayinn,"Amine 604, 2-BR in Mar Mikhael",Beirut,2,1,103.0,5.0,23,40,2025-11-21T06:34:41.843303
airbnb,Cottage in Ed Debbiye,Ed Debbiye,2,1,76.6,5.0,23,37,19/11/2025 11:45
airbnb,Villa in Mayrouba,Mayrouba,1,1,310.0,4.91,23,63,19/11/2025 11:39
Stayinn,"Retro, a High-End Loft in Gemmayze",Beirut,1,1,111.0,5.0,22,49,2025-11-23T06:30:58.075718
Stayinn,Beit Chams: Sunlight Suite / Batroun,Batroun,1,1,137.0,5.0,22,26,2025-11-20T06:32:09.918863
Stayinn,Beit Chams: Sunlight Suite / Batroun,Batroun,1,1,108.0,5.0,22,26,2025-11-24T06:33:47.247241
Stayinn,"Retro, a High-End Loft in Gemmayze",Beirut,1,1,158.385148005148,5.0,22,49,2025-11-20T06:31:58.178121
Stayinn,Beit Chams: Sunlight Suite / Batroun,Batroun,1,1,139.0,5.0,22,26,2025-11-21T06:33:46.050524
Stayinn,Harbor Nest | 2-BR in Ashrafieh,Beirut,2,2,90.0,5.0,22,45,2025-11-24T06:34:19.869054
Stayinn,Beit Chams: Sunlight Suite / Batroun,Batroun,1,1,107.0,5.0,22,26,2025-11-19T14:26:16.600029
Stayinn,Beit Chams: Sunlight Suite / Batroun,Batroun,1,1,116.0,5.0,22,26,2025-11-22T06:30:00.363776
Stayinn,Beit Chams: Sunlight Suite / Batroun,Batroun,1,1,120.0,5.0,22,26,2025-11-23T06:31:12.671837
airbnb,Apartment in Beirut,Beirut,3,3,52.2,4.91,22,23,19/11/2025 11:46
airbnb,"The backpacker’s bunk - Private room, shared flat.",Beirut,1,1,22.0,4.91,22,38,19/11/2025 11:43
airbnb,Apartment in Beirut,Beirut,1,1,94.4,4.91,22,40,19/11/2025 11:48
airbnb,Apartment in Matn District,Matn District,3,1,83.0,5.0,21,67,19/11/2025 11:40
airbnb,Apartment in Beirut,Beirut,1,1,54.4,4.43,21,44,19/11/2025 11:37
airbnb,Home in El Ftaha,El Ftaha,2,3,278.6,5.0,21,36,19/11/2025 11:43
airbnb,Chalet in Fadous,Fadous,1,1,105.0,5.0,21,14,19/11/2025 11:37
airbnb,Apartment in Mtaileb,Mtaileb,2,2,81.0,4.95,21,51,19/11/2025 11:39
airbnb,Apartment in Beirut,Beirut,1,1,120.0,4.78,207,33,19/11/2025 11:37
airbnb,Apartment in Beirut,Beirut,1,1,31.0,4.87,204,20,19/11/2025 11:40
airbnb,Apartment in Beirut,Beirut,1,1,41.2,4.92,203,19,19/11/2025 11:36
Stayinn,Rita's 2-BR Apt Mar Mikhael,Beirut,2,1,100.0,5.0,20,44,2025-11-23T06:31:40.220901
airbnb,Apartment in Furn El Chebbak,Furn El Chebbak,2,2,44.6,4.85,20,22,19/11/2025 11:42
airbnb,Apartment in Chouaifet El Qoubbeh,Chouaifet El Qoubbeh,1,1,42.8,4.95,20,38,19/11/2025 11:37
airbnb,Guesthouse in Batroun,Batroun,2,1,82.2,5.0,20,39,19/11/2025 11:38
Stayinn,"Amine 301, 1-BR in Mar Mikhael",Beirut,1,1,120.0,5.0,2,39,2025-11-21T06:32:45.373075
Stayinn,Wineberry 1-BR w/ Pool,"Apartment In Kfar Aabida, North Governorate",1,1,120.0,5.0,2,44,2025-11-24T06:32:48.603950
Stayinn,Alpina Faqra | 3-BR w/ Pool & Balcony,Faqra,3,2,162.0,5.0,2,48,2025-11-22T06:29:34.937063
Stayinn,New Moon - Duplex Studio in Batroun Souk,Batroun,1,1,100.0,5.0,2,40,2025-11-22T06:29:30.552871
Stayinn,Nasma at Emily Boutique Hotel,"Guesthouse In Saint Joseph, Jezzine, South Governorate",1,1,123.0,5.0,2,33,2025-11-21T06:32:53.769428
Stayinn,Matcha| 1-BR w/ Pool & Terrace,"Apartment In Kfar Abida, North Governorate",1,1,120.0,5.0,2,50,2025-11-21T06:32:41.290307
Stayinn,Beit El Berbara: Mantra| Stone house w/ Pool,Berbara,1,1,174.0,5.0,2,55,2025-11-21T06:33:01.608380
Stayinn,Alpina Faqra | 3-BR w/ Pool & Balcony,Faqra,3,2,163.0,5.0,2,48,2025-11-23T06:30:45.724014
Stayinn,Eden - 2-BR in Faraya,"Apartment 85 Sq. M In Faraya, Mount Lebanon Governorate",2,1,129.0,5.0,2,44,2025-11-21T06:33:03.270212
Stayinn,Alpina Faqra | 3-BR w/ Pool & Balcony,Faqra,3,2,188.0,5.0,2,48,2025-11-19T14:25:45.977659
Stayinn,Eden - 2-BR in Faraya,"Apartment 85 Sq. M In Faraya, Mount Lebanon Governorate",2,1,270.0,5.0,2,44,2025-11-24T06:33:06.656403
Stayinn,Alpina Faqra | 3-BR w/ Pool & Balcony,Faqra,3,2,174.0,5.0,2,48,2025-11-21T06:33:15.890015
Stayinn,Nasma at Emily Boutique Hotel,"Guesthouse In Saint Joseph, Jezzine, South Governorate",1,1,125.0,5.0,2,33,2025-11-19T14:25:21.114836
Stayinn,Nasma at Emily Boutique Hotel,"Guesthouse In Saint Joseph, Jezzine, South Governorate",1,1,120.0,5.0,2,33,2025-11-23T06:30:25.730018
Stayinn,Alpina Faqra | 3-BR w/ Pool & Balcony,Faqra,3,2,164.0,5.0,2,48,2025-11-20T06:31:39.992002
Stayinn,Eden - 2-BR in Faraya,"Apartment 85 Sq. M In Faraya, Mount Lebanon Governorate",2,1,135.0,5.0,2,44,2025-11-20T06:31:27.601613
Stayinn,Beit El Berbara: Mantra| Stone house w/ Pool,Berbara,1,1,149.0,5.0,2,55,2025-11-20T06:31:23.423752
Stayinn,Eden - 2-BR in Faraya,"Apartment 85 Sq. M In Faraya, Mount Lebanon Governorate",2,1,119.0,5.0,2,44,2025-11-22T06:29:25.390146
Stayinn,Alpina Faqra | 3-BR w/ Pool & Balcony,Faqra,3,2,177.0,5.0,2,48,2025-11-24T06:33:17.901322
Stayinn,Beit El Berbara: Mantra| Stone house w/ Pool,Berbara,1,1,164.0,5.0,2,55,2025-11-22T06:29:21.545763
Stayinn,Beit El Berbara: Mantra| Stone house w/ Pool,Berbara,1,1,153.0,5.0,2,55,2025-11-19T14:25:29.294783
Stayinn,Eden - 2-BR in Faraya,"Apartment 85 Sq. M In Faraya, Mount Lebanon Governorate",2,1,140.0,5.0,2,44,2025-11-19T14:25:33.225936
Stayinn,Eden - 2-BR in Faraya,"Apartment 85 Sq. M In Faraya, Mount Lebanon Governorate",2,1,207.0,5.0,2,44,2025-11-23T06:30:36.291349
airbnb,Apartment in Batroun,Batroun,2,1,118.8,4.91,192,37,19/11/2025 11:39
Stayinn,Alma Del Monte | Stone House w/ Pool & Terrace,Berbara,1,1,139.0,5.0,19,53,2025-11-24T06:33:20.644973
Stayinn,Alma Del Monte | Stone House w/ Pool & Terrace,Berbara,1,1,150.0,5.0,19,53,2025-11-19T14:25:47.700765
Stayinn,Alma Del Monte | Stone House w/ Pool & Terrace,Berbara,1,1,156.0,5.0,19,53,2025-11-22T06:29:36.550500
Stayinn,Alma Del Monte | Stone House w/ Pool & Terrace,Berbara,1,1,132.0,5.0,19,53,2025-11-23T06:30:48.504299
Stayinn,Alma Del Monte | Stone House w/ Pool & Terrace,Berbara,1,1,166.0,5.0,19,53,2025-11-21T06:33:17.964644
Stayinn,Alma Del Monte | Stone House w/ Pool & Terrace,Berbara,1,1,174.0,5.0,19,53,2025-11-20T06:31:40.745111
airbnb,Cave in Hâlât,Hâlât,1,1,41.8,4.89,19,24,19/11/2025 11:48
airbnb,Apartment in Beirut,Beirut,1,1,57.0,4.89,19,20,19/11/2025 11:38
airbnb,Just Need a Place to Sleep in badaro beirut,Beirut,1,1,18.8,4.74,19,15,19/11/2025 11:43
airbnb,Guesthouse in Aarbet Qozhaiya,Aarbet Qozhaiya,1,2,158.385148005148,5.0,19,33,19/11/2025 11:36
airbnb,Apartment in Beirut,Beirut,1,1,39.6,4.68,185,32,19/11/2025 11:40
airbnb,Apartment in FADAAOUS,Fadaaous,1,1,137.0,4.93,182,36,19/11/2025 11:38
airbnb,Apartment in Ain Saadeh,Ain Saadeh,1,1,56.2,4.94,18,37,19/11/2025 11:37
airbnb,Villa in Mayrouba,Mayrouba,1,1,268.0,5.0,18,56,19/11/2025 11:39
airbnb,Apartment in Beirut,Beirut,1,1,65.2,4.83,18,43,19/11/2025 11:39
airbnb,Apartment in Smare Jbeil,Byblos,1,1,58.2,5.0,18,39,19/11/2025 11:45
airbnb,Guesthouse in Deir El Qamar,Deir El Qamar,5,4,372.2,5.0,18,39,19/11/2025 11:43
airbnb,Apartment in Beirut,Beirut,1,1,56.0,4.67,18,18,19/11/2025 11:47
airbnb,Apartment in Keserwan District,Keserwan District,1,1,73.0,4.94,18,53,19/11/2025 11:37
airbnb,Apartment in Faqra,Faqra,2,2,142.8,5.0,18,54,19/11/2025 11:38
airbnb,Apartment in El Baouchriye,El Baouchriye,1,1,52.2,5.0,176,65,19/11/2025 11:36
Stayinn,Vintage 2-BR / Ashrafieh,Beirut,2,2,100.0,5.0,17,52,2025-11-22T06:30:12.062030
Stayinn,Isolée – Beachfront Standalone House,Batroun,1,2,174.0,5.0,17,54,2025-11-23T06:30:56.910442
Stayinn,Isolée – Beachfront Standalone House,Batroun,1,2,176.0,5.0,17,54,2025-11-19T14:25:59.978980
Stayinn,Isolée – Beachfront Standalone House,Batroun,1,2,175.0,5.0,17,54,2025-11-24T06:33:30.324321
Stayinn,Isolée – Beachfront Standalone House,Batroun,1,2,173.0,5.0,17,54,2025-11-22T06:29:44.855426
airbnb,Guesthouse in Ijdabra,Ijdabra,1,1,108.6,5.0,17,22,19/11/2025 11:47
Stayinn,Olive: Wardufil – A Heritage 2-BR in Mar Mikhael,Beirut,2,2,188.0,5.0,16,48,2025-11-21T06:33:33.065885
Stayinn,"Bhub - Room 203 - Gouraud str. - Gemmayze, Beirut",Beirut,1,1,101.0,5.0,16,34,2025-11-19T14:26:27.992275
Stayinn,"Bhub - Room 203 - Gouraud str. - Gemmayze, Beirut",Beirut,1,1,94.0,5.0,16,34,2025-11-21T06:33:56.234477
Stayinn,"Bhub - Room 203 - Gouraud str. - Gemmayze, Beirut",Beirut,1,1,98.0,5.0,16,34,2025-11-20T06:32:19.177758
Stayinn,"Bhub - Room 203 - Gouraud str. - Gemmayze, Beirut",Beirut,1,1,100.0,5.0,16,34,2025-11-24T06:33:58.204316
