platform,listing_id,title,city,bedrooms,bathrooms,beds,price,rating,review_count,amenities_count,minimum_nights,last_scraped
airbnb,664468577262467820,Apartment in Smare Jbeil,Smare Jbeil,1.0,1.0,1.0,291.0,5.0,18.0,39,5.0,2025-11-19 11:45:13
airbnb,1202754990592502021,Apartment in Aley,Aley,1.0,1.0,1.0,265.0,5.0,,30,5.0,2025-11-19 11:45:07
airbnb,586078543349791024,Cottage in Ed Debbiye,Ed Debbiye,2.0,1.0,4.0,383.0,5.0,23.0,37,5.0,2025-11-19 11:45:16
airbnb,1071554185757283679,Areca Room,Beirut,1.0,,6.0,155.0,4.6,5.0,36,5.0,2025-11-19 11:45:12
airbnb,697691917904180376,Loft in Mtaileb,Mtaileb,1.0,1.0,1.0,200.0,5.0,60.0,35,5.0,2025-11-19 11:45:23
airbnb,1350706856019325889,Home in Batroun,Batroun,1.0,1.0,1.0,423.0,5.0,51.0,26,5.0,2025-11-19 11:45:25
airbnb,53413386,Vacation home in Batroun,,1.0,1.0,2.0,320.0,,43.0,45,5.0,2025-11-19 11:45:28
airbnb,1375962812280568950,Apartment in Beirut,Beirut,1.0,1.0,1.0,538.0,5.0,12.0,40,5.0,2025-11-19 11:45:28
airbnb,837727110642066344,Guesthouse in Fadous,Fadous,1.0,1.0,3.0,434.0,4.96,48.0,26,5.0,2025-11-19 11:45:33
airbnb,27625128,Loft in Jounieh,Jounieh,1.0,1.0,2.0,611.0,4.96,49.0,56,5.0,2025-11-19 11:45:39
airbnb,1456575830202418778,Apartment in Broummâna,Broummâna,2.0,1.0,3.0,433.0,5.0,,42,5.0,2025-11-19 11:45:42
airbnb,897761713596694665,Apartment in Beirut,Beirut,2.0,1.0,2.0,337.0,4.92,38.0,46,5.0,2025-11-19 11:45:46
airbnb,767096584740989815,Apartment in Beirut,Beirut,2.0,2.0,2.0,887.0,4.95,75.0,35,5.0,2025-11-19 11:45:48
airbnb,643214194867796490,Chalet in Batroun,Batroun,2.0,1.0,4.0,297.0,4.92,39.0,43,5.0,2025-11-19 11:45:54
airbnb,1428912724416160759,Home in Byblos,Byblos,1.0,1.0,1.0,717.0,4.93,28.0,34,5.0,2025-11-19 11:45:58
airbnb,1498342030957978869,Apartment in Keserwan District,Keserwan District,1.0,1.0,1.0,189.0,,,39,5.0,2025-11-19 11:46:00
airbnb,1408500464834321005,Apartment in Chtaura,Chtaura,2.0,2.0,3.0,355.0,5.0,3.0,6,5.0,2025-11-19 11:46:04
airbnb,979742466777100485,Home in Bezbina,Bezbina,2.0,2.0,3.0,514.0,5.0,,31,5.0,2025-11-19 11:46:05
airbnb,1543214382280848040,Apartment in Batroun,Batroun,1.0,1.0,1.0,239.0,5.0,,22,5.0,2025-11-19 11:46:14
airbnb,1416449187433861292,Apartment in Naqqache,Naqqache,3.0,2.0,4.0,451.0,5.0,,42,5.0,2025-11-19 11:46:09
airbnb,51957896,Apartment in Beirut,Beirut,,1.0,,191.0,4.74,107.0,31,5.0,2025-11-19 11:46:15
airbnb,33208905,Guest suite in Beirut,Beirut,,1.0,,213.0,4.69,85.0,39,5.0,2025-11-19 11:46:19
airbnb,857946494576482714,Apartment in Beirut,Beirut,1.0,1.0,1.0,347.0,4.92,78.0,37,5.0,2025-11-19 11:46:22
airbnb,1517922123413860238,Apartment in Jal El Dib,Jal El Dib,3.0,2.0,5.0,394.0,5.0,,36,5.0,2025-11-19 11:46:21
airbnb,688817933439477894,Apartment in Beirut,Beirut,3.0,3.0,3.0,261.0,4.91,22.0,23,5.0,2025-11-19 11:46:27
airbnb,49592774,Apartment in Kfardebian,Kfardebian,2.0,1.0,2.0,548.0,5.0,14.0,43,5.0,2025-11-19 11:46:27
airbnb,812009692551330050,Apartment in Beirut,Beirut,1.0,1.0,1.0,203.0,4.62,79.0,33,5.0,2025-11-19 11:46:26
airbnb,1146300778590593675,Apartment in Beirut,Beirut,1.0,1.0,4.0,282.0,5.0,54.0,57,5.0,2025-11-19 11:46:37
airbnb,53654894,Apartment in Beirut,Beirut,1.0,1.0,1.0,293.0,4.94,72.0,33,5.0,2025-11-19 11:46:39
airbnb,1508636882518660634,Home in Haqel,Haqel,2.0,2.0,4.0,955.0,4.8,5.0,48,5.0,2025-11-19 11:46:41
airbnb,818052749723907679,Apartment in Byblos,Byblos,2.0,2.0,4.0,252.0,4.77,31.0,44,5.0,2025-11-19 11:46:42
airbnb,902152901324345102,Apartment in Jdeideh,Jdeideh,3.0,1.0,4.0,399.0,5.0,62.0,68,5.0,2025-11-19 11:46:48
airbnb,794018943468339697,Apartment in Blat,Blat,2.0,1.0,3.0,369.0,5.0,59.0,51,5.0,2025-11-19 11:46:52
airbnb,1450559262902995002,Apartment in Broummâna,Broummâna,1.0,2.0,2.0,366.0,5.0,10.0,56,5.0,2025-11-19 11:46:57
airbnb,52747291,Chalet in Chekka,Chekka,2.0,1.0,2.0,571.0,4.96,69.0,17,5.0,2025-11-19 11:46:59
airbnb,47281082,Boutique hotel in Jounieh,Jounieh,1.0,1.0,1.0,350.0,5.0,16.0,45,5.0,2025-11-19 11:46:58
airbnb,645429136446909956,Home in Ehmej,Ehmej,2.0,1.0,4.0,970.0,5.0,10.0,27,5.0,2025-11-19 11:47:04
airbnb,1110954937820169348,Apartment in Beirut,Beirut,1.0,1.0,1.0,543.0,5.0,55.0,71,5.0,2025-11-19 11:47:11
airbnb,1498411984223769189,Apartment in Keserwan District,Keserwan District,1.0,1.0,1.0,183.0,5.0,,38,5.0,2025-11-19 11:47:10
airbnb,1542663026104667552,Apartment in Beirut,Beirut,2.0,1.0,3.0,325.0,5.0,,11,5.0,2025-11-19 11:47:15
airbnb,51839389,Apartment in Beirut,Beirut,,1.0,,173.0,4.69,122.0,37,5.0,2025-11-19 11:47:16
airbnb,1367393200123477315,Apartment in Beirut,Beirut,1.0,1.0,1.0,382.0,4.97,34.0,45,5.0,2025-11-19 11:47:21
airbnb,817107637699176423,Tiny home in Deir El Qamar,Deir El Qamar,1.0,,1.0,400.0,4.95,37.0,57,5.0,2025-11-19 11:47:22
airbnb,1438471626381067399,Guesthouse in Ehden,Ehden,1.0,1.0,1.0,765.0,5.0,9.0,38,5.0,2025-11-19 11:47:29
airbnb,1203667813056697948,Home in Douma,Douma,4.0,4.0,6.0,899.0,4.65,26.0,29,5.0,2025-11-19 11:47:28
airbnb,1521713531696188555,Apartment in Beit Mery,Beit Mery,3.0,2.0,4.0,351.0,5.0,3.0,44,5.0,2025-11-19 11:47:35
airbnb,1228336460793071454,Apartment in Batroun,Batroun,2.0,3.0,4.0,408.0,4.97,35.0,46,5.0,2025-11-19 11:47:35
airbnb,52432501,Apartment in Beirut,Beirut,1.0,1.0,1.0,280.0,4.67,18.0,18,5.0,2025-11-19 11:47:42
airbnb,1404323834751621152,Apartment in Beirut,Beirut,2.0,2.0,3.0,759.0,5.0,8.0,40,5.0,2025-11-19 11:47:42
airbnb,701308425303737068,Apartment in Beirut,Beirut,1.0,1.0,1.0,363.0,4.7,119.0,25,5.0,2025-11-19 11:47:48
airbnb,51957652,Apartment in Beirut,Beirut,,1.0,,209.0,4.64,85.0,35,5.0,2025-11-19 11:47:47
airbnb,960535245624888590,Apartment in Beirut,Beirut,1.0,1.0,1.0,450.0,4.93,14.0,39,5.0,2025-11-19 11:47:54
airbnb,1450073809219943938,Guesthouse in Ijdabra,Ijdabra,1.0,1.0,1.0,543.0,5.0,17.0,22,5.0,2025-11-19 11:47:55
airbnb,1432662855135740774,Chalet in Fadous,Fadous,1.0,1.0,1.0,531.0,4.96,26.0,17,5.0,2025-11-19 11:48:01
airbnb,1157205931529630614,Home in Aajaltoûn,Aajaltoûn,2.0,2.0,2.0,414.0,5.0,34.0,48,5.0,2025-11-19 11:48:01
airbnb,643148297216914056,Bungalow in Douma,Douma,1.0,1.0,6.0,503.0,4.89,28.0,45,5.0,2025-11-19 11:48:06
airbnb,620809666276880473,Home in Broummâna,Broummâna,3.0,3.0,4.0,1072.0,5.0,43.0,59,5.0,2025-11-19 11:48:07
airbnb,51725976,Apartment in Beirut,Beirut,,1.0,,185.0,4.73,139.0,33,5.0,2025-11-19 11:48:11
airbnb,49592312,Apartment in Chemlane,Chemlane,2.0,2.0,3.0,362.0,4.91,66.0,54,5.0,2025-11-19 11:48:12
airbnb,872945137428687368,Apartment in Beirut,Beirut,1.0,1.0,1.0,472.0,4.91,22.0,40,5.0,2025-11-19 11:48:16
airbnb,761083,Home in Qboula,Qboula,2.0,2.0,5.0,166.0,4.79,29.0,44,5.0,2025-11-19 11:48:27
airbnb,1004283777650031994,Apartment in Beirut,Beirut,1.0,1.0,2.0,351.0,4.97,74.0,44,5.0,2025-11-19 11:48:23
airbnb,1282465807365759057,Apartment in Beirut,Beirut,1.0,1.0,1.0,313.0,5.0,11.0,44,5.0,2025-11-19 11:48:27
airbnb,49428799,Apartment in Beirut,Beirut,1.0,1.0,1.0,338.0,4.9,48.0,45,5.0,2025-11-19 11:48:28
airbnb,1338121016486447246,Apartment in Beirut,Beirut,,1.0,1.0,147.0,5.0,5.0,28,5.0,2025-11-19 11:48:35
airbnb,35335996,Apartment in Dbayeh,Dbayeh,1.0,1.0,1.0,446.0,4.93,107.0,32,5.0,2025-11-19 11:48:47
airbnb,1480240790742450141,Apartment in El Baouchriye,El Baouchriye,3.0,2.0,4.0,308.0,5.0,,53,5.0,2025-11-19 11:48:44
airbnb,1025090614906290435,Apartment in Byblos,Byblos,1.0,2.0,3.0,415.0,4.78,9.0,10,5.0,2025-11-19 11:48:46
airbnb,1303512572290135833,Cave in Hâlât,Hâlât,,1.0,1.0,209.0,4.89,19.0,24,5.0,2025-11-19 11:48:45
airbnb,1408876700467464271,Guesthouse in Chabtine,Chabtine,2.0,2.0,2.0,1712.0,5.0,,22,5.0,2025-11-19 11:48:55
airbnb,1126185428681951378,Bungalow in El Jahliye,El Jahliye,1.0,1.0,1.0,560.0,5.0,12.0,33,5.0,2025-11-19 11:48:57
airbnb,1555081091951541015,Apartment in Batroun,Batroun,1.0,1.0,1.0,320.0,5.0,3.0,23,5.0,2025-11-19 11:49:03
airbnb,1079364037651668174,Home in Kfardebian,Kfardebian,4.0,3.0,6.0,918.0,4.73,49.0,69,5.0,2025-11-19 11:49:11
